iqs_verbatim_2016.vin,iqs_verbatim_2016.vin7,iqs_verbatim_2016.squish_vin,iqs_verbatim_2016.sequence_number,iqs_verbatim_2016.make,iqs_verbatim_2016.series,iqs_verbatim_2016.model_and_type,iqs_verbatim_2016.produktionsdatum,iqs_verbatim_2016.baureihe,iqs_verbatim_2016.werk,iqs_verbatim_2016.motor,iqs_verbatim_2016.getriebe,iqs_verbatim_2016.lackfarbe,iqs_verbatim_2016.polster_material,iqs_verbatim_2016.polster_farbe,iqs_verbatim_2016.sonderausstattung,iqs_verbatim_2016.totalproblems,iqs_verbatim_2016.problems_indicated,iqs_verbatim_2016.category,iqs_verbatim_2016.problem,iqs_verbatim_2016.malfunction_design_unknown,iqs_verbatim_2016.verbatim,iqs_verbatim_2016.mileage,iqs_verbatim_2016.took_to_dealer,iqs_verbatim_2016.resolved,iqs_verbatim_2016.severity,,,,,,,,,,,,,,,
WBA7E2C57GG503932,G503932,WBA7E2C5GG,2266621C,BMW,7 Series,BMW 7 Series 4dr Sdn,8/24/15,G12,02.04 Dingolfing,B58M,AUT,JATOBA METALLIC,NA EXCL.LED.NAP.ERW.,EW ELFENBEINWEISS,01CB; 0212; 023L; 0255; 0258; 02TB; 02VB; 0302; 0319; 0322; 0323; 03AG; 03DS; 0402; 0416; 0441; 0453; 0456; 0465; 0494; 04AS; 04NB; 04ND; 04NE; 04UR; 0524; 05A1; 05AC; 05AP; 05AT; 05DL; 05DP; 05DS; 0609; 0610; 0645; 0650; 0655; 0688; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06NW; 06U8; 06WB; 06WD; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0999; 09AA,3,"DEXP20, FCD39, AEN10",Audio/Communication/Entertainment/Navigation (ACEN),AEN10: Navigation System - Broken/NW,NULL,"(Copied from AEN97): Live traffic report interface feature to navigation not installed or functional , discovered by dealer technician during followup training session with owner a month after initial delivery. Will require one day at dealer to program or install per dealer technician/trainer.",,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28729,2D28729,WMWXU3C5G2,2362208Q,MINI,Cooper,MINI Cooper 4dr Hbk,10/13/15,F55,77.29 Oxford,B46M,AUT,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0302; 0327; 0345; 0346; 0382; 0423; 0450; 0473; 0481; 04C0; 04C1; 04GU; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A4; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,9,"EXT97, DEXP03, FCD04, FCD06, FCD28,NULL, AEN06, AEN11, SEAT25",,,,,,,,,,,,,,,,,,,,,,,
WMWXU1C53G2A93935,2A93935,WMWXU1C5G2,2670474D,MINI,Cooper,MINI Cooper 4dr Hbk,9/18/15,F55,77.29 Oxford,B36M,MECH,VOLCANIC ORANGE,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0249; 02F2; 02VB; 02XB; 0300; 0313; 0322; 0329; 0383; 0402; 0423; 0430; 0431; 0450; 0473; 0493; 0494; 04C1; 04EP; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05DD; 0645; 0674; 0693; 0697; 06FP; 06NE; 06NM; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,3,"FCD14, AEN04, AEN05",Features/Controls/Displays (FCD),FCD14: Door Locks/Keyless Entry - Controls/Icons DTU/Poor Location,NULL,"Remote unlock feels inconsistent w/ 1, 2, and 3 clicks. It's difficult to open the rear doors when carrying a child in one arm. Consider sensors that do not require pressing unlock buttons. My Lexus RX is excellent w/ unlocking.",,,,,,,,,,,,,,,,,,,
WMWXU1C53G2A93935,2A93935,WMWXU1C5G2,2670474D,MINI,Cooper,MINI Cooper 4dr Hbk,9/18/15,F55,77.29 Oxford,B36M,MECH,VOLCANIC ORANGE,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0249; 02F2; 02VB; 02XB; 0300; 0313; 0322; 0329; 0383; 0402; 0423; 0430; 0431; 0450; 0473; 0493; 0494; 04C1; 04EP; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05DD; 0645; 0674; 0693; 0697; 06FP; 06NE; 06NM; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,3,"FCD14, AEN04, AEN05",Audio/Communication/Entertainment/Navigation (ACEN),AEN04: Audio System - DTU/Poor Location,NULL,"Connection to blue tooth is inconsistent. Volume also inconsistent between radio, blue tooth, phone speaker volume",,,,,,,,,,,,,,,,,,,
WMWXU1C53G2A93935,2A93935,WMWXU1C5G2,2670474D,MINI,Cooper,MINI Cooper 4dr Hbk,9/18/15,F55,77.29 Oxford,B36M,MECH,VOLCANIC ORANGE,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0249; 02F2; 02VB; 02XB; 0300; 0313; 0322; 0329; 0383; 0402; 0423; 0430; 0431; 0450; 0473; 0493; 0494; 04C1; 04EP; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05DD; 0645; 0674; 0693; 0697; 06FP; 06NE; 06NM; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,3,"FCD14, AEN04, AEN05",Audio/Communication/Entertainment/Navigation (ACEN),AEN05: Media Device Ports - DTU/Poor Location,NULL,,2500,No,,,,,,,,,,,,,,,,,
WBXHT3C37GP882385,P882385,WBXHT3C3GP,2702023A,BMW,X1,BMW X1 4dr SUV,10/6/15,F48,06.01 Regensburg,B46O,AUT,MEDITERRANBLAU METALLIC,PD LEDER DAKOTA M.PERFORIERUNG,FY CANBERRABEIGE(SW),01AG; 01CA; 0205; 0248; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0316; 03AT; 03L8; 0402; 0420; 0423; 0459; 0473; 0493; 0494; 04LR; 04NE; 0534; 0544; 0575; 0645; 0650; 0676; 0693; 0697; 06AC; 06AE; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 09AA,1,SEAT25,Seats,SEAT25: Seat Materials Scuffs/Soil Easily,D,(Copied from INT97): cream color leather seats get dirty easily,NULL,No,,1,,,,,,,,,,,,,,,
WBXHT3C31GP886478,P886478,WBXHT3C3GP,27026009,BMW,X1,BMW X1 4dr SUV,11/7/15,F48,06.01 Regensburg,B46O,AUT,SCHWARZ 2,KC SENSATEC 1,SW SCHWARZ,01AG; 01CA; 0205; 0248; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0316; 03AT; 03L8; 0402; 0420; 0423; 0459; 0473; 0493; 0494; 04LU; 04NE; 0534; 0544; 0575; 0645; 0650; 0676; 0693; 0697; 06AC; 06AE; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 09AA,1,AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,,NULL,No,,3,,,,,,,,,,,,,,,
WBA6D6C54GGK18109,GK18109,WBA6D6C5GG,22801136,BMW,6 Series,BMW 6 Series Gran Coupe 4dr Sdn,4/2/15,F06,02.04 Dingolfing,N63T,AUT,SCHWARZ 2,NA EXCL.LED.NAP.ERW.,SW SCHWARZ,01CC; 01CD; 0248; 02P1; 02VA; 02VB; 0302; 0319; 0320; 0322; 0323; 03AG; 0403; 0415; 0416; 0423; 0430; 0441; 0453; 0455; 0456; 0488; 0494; 0496; 04AS; 04KS; 04NB; 04ND; 04U1; 04U2; 04UR; 0508; 0552; 05A1; 05AC; 05AG; 05AP; 05AS; 05DL; 05DS; 0609; 0610; 0645; 0655; 0697; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06F2; 06NS; 0760; 0776; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TH; 08TN; 0920; 0921; 0925; 0940; 09AA; 09XA,2,"EXT16, FCD32",Exterior,EXT16: Trunk/Hatch/Tailgate - Hard to Open/Close,M,NULL,2400,No,,,,,,,,,,,,,,,,,
WBA6D6C54GGK18109,GK18109,WBA6D6C5GG,22801136,BMW,6 Series,BMW 6 Series Gran Coupe 4dr Sdn,4/2/15,F06,02.04 Dingolfing,N63T,AUT,SCHWARZ 2,NA EXCL.LED.NAP.ERW.,SW SCHWARZ,01CC; 01CD; 0248; 02P1; 02VA; 02VB; 0302; 0319; 0320; 0322; 0323; 03AG; 0403; 0415; 0416; 0423; 0430; 0441; 0453; 0455; 0456; 0488; 0494; 0496; 04AS; 04KS; 04NB; 04ND; 04U1; 04U2; 04UR; 0508; 0552; 05A1; 05AC; 05AG; 05AP; 05AS; 05DL; 05DS; 0609; 0610; 0645; 0655; 0697; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06F2; 06NS; 0760; 0776; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TH; 08TN; 0920; 0921; 0925; 0940; 09AA; 09XA,2,"EXT16, FCD32",Features/Controls/Displays (FCD),FCD32: Horn - Broken/NW,M,NULL,2400,Yes,Entirely,,,,,,,,,,,,,,,,
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,9/22/15,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,"EXT15, EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,2015-09-22,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,EXT15", EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31,,,,,,,,,,,,,,,
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,9/22/15,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,"EXT15, EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,2015-09-22,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,EXT15", EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31,,,,,,,,,,,,,,,
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,9/22/15,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,"EXT15, EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,2015-09-22,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,EXT15", EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31,,,,,,,,,,,,,,,
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,9/22/15,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,"EXT15, EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,2015-09-22,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,EXT15", EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31,,,,,,,,,,,,,,,
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,9/22/15,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,"EXT15, EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,2015-09-22,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,EXT15", EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31,,,,,,,,,,,,,,,
WMWXU3C5XG2D28052,2D28052,WMWXU3C5G2,2362305K,MINI,Cooper,MINI Cooper 4dr Hbk,9/22/15,F55,77.29 Oxford,B46M,AUT,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 0258; 02F3; 02VB; 02VG; 0313; 0383; 0423; 0430; 0431; 0450; 0481; 0494; 04C1; 04DC; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,11,"EXT15, EXT32, EXT33, EXT38, FCD04,NULL, AEN04, SEAT14, INT31
WMWLN9C54G2B31764,2B31764,WMWLN9C5G2,2671369P,MINI,Clubman,MINI Clubman 4dr Wgn,2015-11-10,F54,77.29 Oxford,B46M,MECH,THUNDER GREY METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0249; 0255; 0258; 02HR; 02VB; 02VG; 0313; 0383; 03AG; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04BR; 04NE; 04V9; 04VA; 0507; 0520; 0521; 0534; 0544; 0550; 0563; 0609; 0645; 0693; 06NM; 06NP; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 0999; 09AA,1,EXT16,Exterior,EXT16: Trunk/Hatch/Tailgate - Hard to Open/Close,M,It's not a huge problem",NULL,,No,,,,,,,,,,,,,,,,,,,,
WBA7E2C51GG504459,G504459,WBA7E2C5GG,2535813R,BMW,7 Series,BMW 7 Series 4dr Sdn,10/14/15,G12,02.04 Dingolfing,B58M,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0212; 021H; 0255; 0258; 02TB; 02VB; 0302; 0319; 0322; 0323; 0337; 03AG; 03DS; 03DZ; 0402; 0416; 0441; 0453; 0456; 0465; 0494; 04LM; 04NB; 04ND; 04NE; 04U1; 04UR; 0524; 05A1; 05AC; 05AP; 05AT; 05DL; 05DP; 05DS; 0609; 0610; 0645; 0650; 0655; 0688; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06NW; 06U8; 06WB; 06WD; 0715; 0760; 0775; 0823; 0840; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,1,EXT38,Exterior,EXT38: Excessive Wind Noise,M,previous car was a Lexus and was much quieter,2000,No,,2,,,,,,,,,,,,,,,
WBA3T1C54GP822283,P822283,WBA3T1C5GP,2410918D,BMW,4 Series,BMW 4 Series 2dr Cnv,10/27/15,F33,06.01 Regensburg,N26,AUT,IMPERIALBLAU BRILLANTEFFEKT METALLI,LC LEDER DAKOTA,OM OYSTER/ AKZENT OYSTER DUNKEL(SW),01CA; 01CB; 0248; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0321; 0322; 0387; 03AG; 03DZ; 03L8; 0423; 0430; 0431; 0465; 0481; 0488; 0493; 0494; 04FU; 04NE; 04NH; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,1,EXT39,Exterior,EXT39: Excessive Road Noise,D,,1100,No,,3,,,,,,,,,,,,,,,
