,Make,Series,Verbatim,Score
1416,BMW,4 Series,I have not been able to figure out how the automatic wiper settings work. I find the drivers manual lacking in many areas such as this,0.0
1417,BMW,4 Series,See above,0.0
1418,BMW,4 Series,The only cup holder is in the front which is rare and not convenient for a 4-5 passenger car. The holder in the front is built into the console under the dashboard which is a terrible location in the first place. The holder is too small to fit most cups/glasses etc and very difficult to remove as there is very little room between the cup top and dash. Very poorly conceived and designed.,-0.3804
1419,BMW,4 Series,on the left side of the steering colomn behind steering wheel.,0.0
1420,BMW,4 Series,memory buttons too low,-0.2732
1421,BMW,2 Series,": There is no way to unlock the passenger door from the drivers side except leaning over the consul and with your seat belt on, that is almost impossible. The 'Genius' at Hendrick BMW said that it could be resolved by resetting the computer to unlock both doors at the same time. That lasted one day.",-0.128
1422,BMW,2 Series,"It was a tiny area  at the bottom of the front lip where the paint had probably bubbled at application and then been touched after it hardened. It's something you could only see by getting low/close, but it came up immediately when the salesman and I did the new owner walkaround. We both noticed it right away.",0.0
1423,BMW,2 Series,"I hesitate to even bring this up as a 'flaw,' as it's clearly a decision BMW has made in the interest of cost, weight savings, or both. I would just prefer it to be less loud.",0.5574
1424,BMW,2 Series,"Again, I'm assuming this is a case of cost/weight-savings in less sound-deadening material. Also probably not a flaw, as such, just loud.",0.0
1425,BMW,2 Series,"Over ANY kind of bump or sudden change of fore/aft angle , the rear suspension  makes a creaking noise every time. It definitely sounds like it's coming from the upper portion of the suspension, so my suspicion is it's the bushings. Wouldn't expect that in a new car. Took it to the track recently  and that day didn't make it worse nor 'break things in' so it went away.",0.5961
1426,BMW,4 Series,: Left side fog lamp activates when headlights are on automatic day/night control.,0.0
1427,BMW,4 Series,Frequently does not understand voice commands and makes selections other than desired.,0.2732
1428,BMW,4 Series,"For a car this expensive, the trunk should power open when the release handle is touched.",0.0
1429,BMW,4 Series,cameras on the sides of the front fender seem unnecessary.  I would rather have a camera in the front of the car to watch as I approach a barrier   The warning does not sound if I approach one that is low.,-0.6124
1430,BMW,4 Series,"I think the problem is the car is connected to my iPhone, so Siri and the BMW voice recognition system clash",-0.4019
1431,BMW,4 Series,": Tire make road noise, BRIDGESTONE run-flats",0.0
1432,BMW,2 Series,Stevencreek BMW approached the issue seriously and worked 3 days to locate it and fixed it,-0.1779
1433,BMW,2 Series,"When making/receiving calls from the car there is an intermittent issue of the person on the other end of the phone not being able to hear me while I can hear them. When this happens the Radio continues to play as opposed to fading out and having the phone audio be the only audio in the car. I have yet to be able to identify a specific sequence of events that causes this to happen. I have had no issue with the phone, finished a call, had another call come in and then experience the issue during that second call. I assume it is related to apple carplay.",0.0516
1434,BMW,2 Series,there appears to be a round imperfection in hood paint about 6' diam that you can see under certain lighting conditions. I wonder if it were a handling device at manu. facility that caused this,0.2732
1435,BMW,2 Series,: the gauge cluster lighting is very very poor in daytime conditions.. i.e get in a darkened area in daylight and you cannot read gauges all that well,-0.376
1436,BMW,2 Series,The car is designed with small turn signals on the exterior side mirrors.  They are extremely bright and very distracting to a driver trying to survey the surroundings.,0.1779
1437,BMW,2 Series,": It would be very helpful to have slightly larger sun visors.  Even with them at an optimized position, there is still a lot of room for the evening/morning sun to shine through, blinding the driver.",0.7264
1438,BMW,X4,"Again, comparing to my last BMW, the heated steering wheel in this car does not heat up fast enough and it doesn't get nearly as warm as my last car.  I returned to the dealer for a follow-up BMW Q&A and when I brought it up, the guy to,d me that all cars are different.  I will definitely bring it to their attention again when I go in for service.",0.5574
1439,BMW,2 Series,Blind spot rear passenger- very difficult when I back out,-0.6697
1440,BMW,2 Series,I would prefer that the locks be on the doors themselves rather the the dashboard,0.0
1441,BMW,2 Series,BMW will not recognize my older LG phone which annoys me enough that I may not purchase another BMW,-0.4215
1442,BMW,2 Series,Seat belts hard to access,-0.1027
1443,BMW,2 Series,oyster Dakota leather seats picks up color from clothes causing frequent staining. Seats must be cleaned more than normal and not all of the color comes off after cleaning.,0.0
1444,BMW,2 Series,It is difficult to turn off the turn signal  without accidentally going too far and turning on the turn signal going the other direction.,-0.119
1445,BMW,2 Series,All but the top row of heating element work fine.  The top row does not defrost.,0.6808
1446,BMW,X1,Instructions on how to use the system are not clear and difficult to find. Tried to use it once and it hit the car behind me. I may have been using it incorrectly but have no way of knowing without taking it into the dealer.,-0.4285
1447,BMW,X1,"Only 1 USB port and it is """"upside-down"""", so that any short cables I plug in need to be twisted in order for the device to be face-up. The cable breaks/stops working after a long period of being twisted like that.",0.3612
1448,BMW,X1,: When I talk on phone via Bluetooth people comment that it sounds like I'm underwater.,0.3612
1449,BMW,X1,"The automatic wipers don't respond correctly to the conditions: they go very fast with very little rain, or they don't wipe at all with heavier rain. This changes frequently to the point that I don't use this feature.",0.0
1450,BMW,X3,TAKES SEVERAL FOOT SWIPES TO OPEN.,0.0
1451,BMW,X3,PICKED UP THE CAR IN LATE JAN -- TODAY IS 4/16.  LESS THAN 3 MONTHS?  SHOULDN'T HAPPEN.  INCONVENIENT TO TAKE BACK TO THE DEALER.,-0.4824
1452,BMW,X3,: windshield wiper was making noise when used in cold weather.,0.0
1453,BMW,X3,"maybe it's the range of radio station, but I am not sure, on route 200 between montgomary county and 95, there is poor reception most of the time.",-0.7645
1454,BMW,X3,voice recognition system,0.0
1455,BMW,X3,it will be better if the cup holder is more flexible.,0.624
1456,BMW,X1,"I'm not sure if you can really call them side steps, they seem more for visual appeal. Attempting to use will likely result in injury.",-0.5806
1457,BMW,X1,": The controls on the doors on the driver side are difficult to use, such as controls for the windows. One has to move their hand far back, beyond allowed space, to reach the controls because they are awkwardly close.",-0.128
1458,BMW,X1,"This could be a user error and the lack of advertisement of the feature. I find it difficult at times to understand how the function works, even though it doesn't seem complicated. I found it often for it go back straight instead of curving into the parking spot, requiring me to intervene and stopping the feature. I'm not sure if it's merely trying to straighten out prior to beginning the parking process or merely not working correctly.",-0.7999
1459,BMW,X1,"In general, typical of many voice systems, requires multiple attempts and doesn't recognize the initial command. Most of the issues I've experienced is with verbal command of the address and it tends to select an incorrect state.",0.0
1460,BMW,X1,"The seat belt itself cannot be adjusted; therefore, it often times runs against the neck resulting in discomfort.",-0.4215
1461,BMW,X1,For whatever reason the push release seems to require a special touch.  so instead i just use the FOB or interior release.,0.4019
1462,BMW,X1,The entertainment system is overly complicated compared to our Honda.  It's our 2nd BMW so we are getting used to it but its just not as intuitive.,0.2263
1463,BMW,X1,Just overly complicated,0.0
1464,BMW,X1,Triec it Hard to use,-0.1027
1465,BMW,X1,Does not always work,0.0
1466,BMW,X1,Does not sense correctly,0.0
1467,BMW,X1,Hard too use,-0.1027
1468,BMW,X1,The screen has three black spots on the screen  Can not see the screen- therefore all broken,-0.4767
1469,BMW,X1,The fabric was torn.,-0.25
1470,BMW,X1,The opener only allows it to open a little at a time. Difficult to use,-0.3041
1471,BMW,X1,Everything that touches the car - scoffs it. It's maddening,-0.4939
1472,BMW,i3,Just the design itself is sub-optimal. Even though your car is unlocked you have to have the keys with you and opening the trunk/latch door takes way more effort than should be needed.,0.0
1473,BMW,i3,See previous comment,0.0
1474,BMW,i3,: The auto sensing feature for wind shield wipers is not calibrated properly - it either is too slow or too fast.,0.0
1475,BMW,i3,The voice command command button on phone doesn't always work on phone,0.0
1476,BMW,i3,"The real-time traffic is not received. : I have a standard navigation system which suppose to have real time traffic; yet it is not working, I am not getting real-time traffic at all. I have visited BMW service center, phone support and my sales person; still can't get it to work.",0.4019
1477,BMW,X5,: Satellite radio suddenly stopped working within first two weeks of ownership. Dealership had to uninstall then reinstall BMW software.,-0.2263
1478,BMW,X5,Just very complex and hard to uderstand from usability perspective : complex to understand,-0.1689
1479,BMW,X5,Problem with Airplay connectivity.. suddenly stops and then has to be reset.. no warning... very sudden and works for a while between car restarts and then suddenly disappears,-0.7845
1480,BMW,X5,takes a while to get auto to work for cooling... the fan does not pickup also automatic A/C light does not come on when on auto and changin temperature controls,0.3182
1481,BMW,4 Series,: iPhone  does not automatically connect to Bluetooth  vehicle is on,0.0
1482,BMW,4 Series,I was informed that at higher speeds increase wind noise is normal and I should not worry about it. The dealer said that they can check it upon next service in case it still persists.,0.5727
1483,BMW,4 Series,I am still to bring this up to the dealer's attention as this issue has been identified very recently - I have not used the handbrake at all to-date.,0.0
1484,BMW,4 Series,Parts of the material looked like it was stained. I have reported it on the same day of car pickup. After returning to the dealer I was informed that 'no car is perfect' and that these are not severe enough markings for them to take action on.,0.7339
1485,BMW,4 Series,: The cooling of the rear area of the car is not good/intense enough unless A/C is turned to MAX. The vents have decreased venting power outside of the A/C MAX setting.,0.0
1486,BMW,4 Series,The wooden panel next to the gear shift is severely visibly scratched. I have reported it to the dealer three times. I was AGAIN informed that 'no car is perfect' but that they will try to polish these scratches out. I am considering going back to the dealer and asking for a complete wooden panel replacement.,-0.0644
1487,BMW,4 Series,I was informed by the dealer that these are normal engine starting sounds which tone down over time. They do go away after the engine runs for roughly 20-30s.,0.0
1488,BMW,4 Series,The battery failed completely around two weeks since car delivery. It was replaced by the dealer to a brand new one and marked as faulty.,-0.6808
1489,BMW,4 Series,It's heavy. It would be nice if the trunk lid just popped open.,0.4215
1490,BMW,4 Series,The first thing we noticed was the chip/scratch on the passenger side. My car was in the showroom. We mentioned it and the salesperson called the body repairman and he came and fixed it right away. The salesperson and repairman were very nice and professional.,0.4754
1491,BMW,4 Series,The unlock/lock control is in the center of the dashboard so if I need to unlock my passenger door I have to crawl in my driver side to reach the unlock control button. It would be much easier if if the unlock/lock control was on the door.,0.4404
1492,BMW,4 Series,Poor location. Some of my cups are tall and they are hard to get in and out of holder. The placement is up to close to panel.,-0.5423
1493,BMW,2 Series,"I was told most people don't have navigation installed anymore, considering that most people are using maps apps on their phones. So the USB port in the center console is nice, but another one in place of the cigarette lighter would be more appropriate since people will probably have their phones in a phone mount of some sort, which is getting into something else.",0.2263
1494,BMW,4 Series,The Apple Car Play sometimes causes connectivity issues whereby I cannot disconnect a call,0.34
1495,BMW,3 Series,: The trunk lid popped up while driving. The incident happened twice.,0.0
1496,BMW,3 Series,Shifter interferes with large cups,0.0
1497,BMW,3 Series,": After I am on the phone via blue tooth for a few minutes, I hear a very large thump come through my speakers, loud enough that it makes me jump everytime it happens.  I believe it happens on every Bluetooth enabled phone call.",0.0
1498,BMW,3 Series,"I asked for heavy duty plastic instead of carpet, the carpet ones are cheap and do not help with snow and rain.",-0.3089
1499,BMW,3 Series,"I can see scuff marks on the inside lower part of the door, must be from my shoes, even though I try very hard not to touch the doors with my shoes.",-0.4391
1500,BMW,3 Series,"As discussed above,  after the failure of the central control module, the repair was supposed to eliminate the problem. When I received the car back, I was told that the technician checked the local AM stations, and it was fine. However, the static continues. My previous 4  leased BMW cars never had this problem.",-0.7845
1501,BMW,3 Series,": Central control module malfunction. Problem with the radio tuner , and emergency contact number, BMW Assist not working, and engine starting. Required 10 days to replace, as initial replacement still did not work. Additionally, static was reported on the AM radio stations when the car was returned to the dealership. I was told that the new module would resolve this problem. Unfortunately, it did not. I will have to bring the car in again, or wait for the first 8,000 mile checkup.",-0.7861
1502,BMW,3 Series,"Requires caution when entering and exiting the car in order not to scuff the door panels, or rub shoes or boots on the lower panels. Difficult to clean.",-0.25
1503,BMW,3 Series,it doesn't understand location names like Red Lobster. It only seems to understand street addresses,0.3612
1504,BMW,5 Series,Trunk is supposed to open with foot motion however this function works sporadically.  To close trunk lid requires a pull down and slam. I miss the automatic close button that was on my previous BMW and cant understand why it is not included on newer model.,-0.4939
1505,BMW,5 Series,Cannot use touch lock on door handles unless the remote is within 2-3 inches,0.0
1506,BMW,5 Series,When unoccupied the front passenger seat rattles,0.0
1507,BMW,5 Series,Engine light came on at 400 miles. Dealer replaced tank vent valve. Light came on again at 800 miles.  Dealer along with BMW engineer found a faulty NVLDS pressure sensor and replaced it. No further issues with this for past 3 months.,-0.6908
1508,BMW,X1,"The seat belt holder is fixed . Therefore, the seat belt crossed directly over my neck.",0.0
1509,BMW,X1,Cup holder in the console is difficult for the driver and almost impossible for the passenger to reach.,-0.34
1510,BMW,X1,This is my second X1 and both vehicles have had  noticeable wind noise.,0.0
1511,BMW,X1,: If the automatic locking door feature is on I have to manually unlock the doors with the control before I get out of the car to be able to go around and open the passenger doors or trunk to get things out of the car.,0.0
1512,BMW,X1,More noise than I am used to when accelerating from a stop.,-0.296
1513,BMW,X1,The cup holders in the front doors don't hold bottles very well.  Everything seems to just fall over.  And the cup holders between the front driver and passenger seat are quite far to reach.  And they don't fit very tall or wide cups.,0.1647
1514,BMW,i3,": unable to play music from my ipod, it is not recognized by my car as an external device . even when connected to the USB",0.34
1515,BMW,i3,The vehicle is not automatically recognizing the problem of excessive fogging on the windshield,-0.4019
1516,BMW,i3,"the gauge indicates that I have traveled for about 50 miles whereas the GPS shows a distance of less than 30 miles consequently, the mileage on my car is reading much more than I am actually traveling",0.0
1517,MINI,Cooper,RADIO HAS POOR RECEPTION IN DIFFERENT AREAS,-0.4767
1518,MINI,Cooper,THE BUILD IN VOICE RECOGNITION NEVER RECOGNIZE MY COMMANDS,0.0
1519,MINI,Cooper,EXTREMELY HARD TO REACH THE SEAT BELT,-0.0847
1520,MINI,Cooper,"From time to time, car pulls to the right.",0.0
1521,MINI,Cooper,": The rear wiper does not park to horizontal, it's always up a little bit.",0.0
1522,MINI,Cooper,"It hits the brakes and/or turns off the system when I pass under highway signs, bridges, clouds , especially at night. As often as 3 times in 9 miles. After that the system is unusable again. It often refuses to turn on at all, especially when the sun is on the horizon.",0.0
1523,MINI,Cooper,": Computer often reports that the right cornering light is malfunctioning, even though it is working.",0.0
1524,MINI,Cooper,"Major lag before the horn sounds, you have to hold it down a long time. A quick tap of the horn, like for """"excuse me, the light is green"""" makes no sound at all.",-0.2732
1525,MINI,Cooper,"Knob requires contortionist elbows to adjust while seated in the seat. Knob doesn't turn easily, take surprising force.",0.0165
1526,MINI,Cooper,"There are no rear heating/cooling controls, it's not even an option",-0.296
1527,MINI,Cooper,There's a small ding in the passenger side aluminum panel above the glove box,0.0
1528,MINI,Clubman,The front rain sensing wipers seem to be erratic.  They change speeds frequently and are annoying.  Maybe just a matter of getting used them.,-0.3818
1529,MINI,Clubman,"The door locks do not have a program option to unlock when the car in placed in PARK.  From the outside the door needs to be unlocked from the key or from the the inside.  I have other cars that can be programmed to unlock when I car is placed in PARK, and I prefer that.",0.0
1530,BMW,i3,"Even when the A/C is set to blow air directly at the passengers, it doesn't deliver cold air until a long while later, if at all. I have to turn up the amount of air blowing all the way up to get cool in time for my 25 minutes commute to work.",0.3182
1531,BMW,i3,Volume knob on dash is inconvenient for both driver and front passenger to operate--not within easy reach. The knob for changing stations or songs is not intuitive and complicated to operate. Low rate of success. Takes more training.,0.4939
1532,BMW,i3,It's difficult to get it to work--takes concentrated effort,-0.3612
1533,BMW,i3,Not intuitive nor consistent with other German cars we've owned. Takes a lot of study to master.,0.0
1534,BMW,X6,Driver's seat control panel for adjustments has become unhinged and is hanging off. Rivets are broken/missing.,0.0
1535,BMW,6 Series,Apple Car play doesnt always connect and if you are making a voice text and a call comes in the system wont work again until you turn off the car and remove the phone several feet to reset,0.34
1536,BMW,X3,the time for the directional max is too low. Shuts  off before making a complete lane change.,-0.2732
1537,BMW,X3,: Screen is too light on the heads up. evn on the brightest setting,0.6124
1538,BMW,X1,": Keyless entry configured to open all four doors . When starting to drive, the doors automatically lock . But when parked, only the front doors automatically unlock.",0.0
1539,BMW,X1,": Occasionally, when I unlock and enter the car, the seat automatically moves to a position other than what I've set.",0.0
1540,BMW,X3,"Because it's located inside the console, when my phone is plugged in the cord is draped all around the gear shift. It's obnoxious and looks ugly. I wish there was a USB port behind the drink holders on the flat part where the phone rests.",-0.5574
1541,BMW,X3,"The auto system is so loud that I NEVER use it. If I do accidentally turn it on, I can't have a conversation while it's on or listen to the radio. I guess it's working, but damn it's loud.",-0.6428
1542,BMW,2 Series,: Squeaking brakes.,0.0
1543,BMW,X1,I was told there would be some brake noise during a wearing in period,0.0
1544,BMW,X3,Manual mentions features not available.,0.0
1545,BMW,X3,Clock is a display item. Can't you make it any more complicated to show a clock somewhere on the dash?,0.0
1546,BMW,X3,Static on certain channels.,0.2732
1547,BMW,4 Series,it is a small area of black discoloration of the silver piece on the console - near the gear shift,0.0
1548,BMW,7 Series,"When engine is first started cold and not given sufficient warm up time  it can """"stumble"""" or """"stutter"""" a few seconds before settling in.",-0.1695
1549,BMW,X4,"For a luxury vehicle the amount of road noise I would consider excessive, and at a level I have experienced with lower cost vehicles. : Road noise in the vehicle is more than would be expected of a luxury vehicle.  Windshield is less robust than other vehicles I have had in the past, and cracks and chips easily when hit by rocks thrown up by other cars.",0.3197
1550,BMW,X4,"The windshield glass is less impact resistive than my last vehicle.  Within the first 7 months of owning the car, I have two large star cracks from rock impacts.  The first happened while traveling less than 25 mph in traffic.  If this continues I will need to replace the windshield before the car hits one year. : Road noise in the vehicle is more than would be expected of a luxury vehicle.  Windshield is less robust than other vehicles I have had in the past, and cracks and chips easily when hit by rocks thrown up by other cars.",0.5434
1551,BMW,X4,The vehicle response to rood deviations i.e. depressions or ruts in the pavement is at high speeds excessive compared to other cars I have driven in the past.,-0.4939
1552,BMW,X4,BMW assist did not function when car was delivered.  I had to return to dealership to have fixed.  Additionally the navigation system did not pull traffic data when delivered.,0.0
1553,BMW,X4,"Voice recognition tends to not understand street names, cities, and numbers.  Have stopped trying to use voice recognition in regards to mapping.  It does a decent job changing the radio or making a phone call.",-0.2263
1554,BMW,X4,": Have to use the BMW app to send destinations to the car from my phone and google app.  Systems database of street names, address, and cities is lacking and does not come close to matching google maps and phone.  Navigation system would be better if google maps feed it data from the phone vs having its own database.: BMW assist did not function when car was delivered.  I had to return to dealership to have fixed.  Additionally the navigation system did not pull traffic data when delivered.",0.4404
1555,BMW,X4,"This winter it feels like the car pulls exterior air at a larger ratio than it should to maintain temp in the car.  Have to up the temp 3 degrees to get the temp to the level it was originally set, and stop the cool air from flowing.",0.3818
1556,BMW,X1,Tailgate has opened three times due to keys being in pocket. There is no way to disable the automatic opening. I have a deep scratch on my tailgate due to it opening in my garage. There should be some way to disable the system but the manual does not indicate that there is one. I will be taking it to the dealer soon.,-0.1531
1557,BMW,X1,The Cruise control on my E90 was a superior interface. It was intuitive. This system requires me to look away from the roadway.,0.5423
1558,BMW,X1,Leather is becoming discolored by the drivers clothes.,0.0
1559,BMW,X1,The symbols are hard to remember what they stand for.,-0.1027
1560,BMW,X1,Defrost is very loud and hard to hear surroundings over.,-0.1689
1561,BMW,X1,The heater gets too hot and when I try to turn it down it does not cool off quickly.,-0.2411
1562,BMW,X1,"it will if I dial from my phone, but sometimes when people call me to goes to my phone directly and Not thru the vehicle , just noticed to today march 11, 2017",0.0
1563,MINI,Cooper,"Once you find the tire pressure menu, the information is good. The problem though is that it's buried in the menus and not readily available.",-0.25
1564,MINI,Cooper,"The is no option to unlock all doors when the car is in park. I constantly have things in my backseat  that I need after I exit. When I park, I get out and of course the back door is still locked. I then have to either open the driver's door back up to unlock all doors or use the fob. I understand if this is the default setting but I should be able to program it the way I like. At this time, doing so is not possible.",0.3919
1565,MINI,Cooper,Just feels like an outdated system.. almost like when Siri first came out. Disappointed in the technology and do not use it at all.,0.2263
1566,MINI,Cooper,"The system pairs fine but only allows for 2 simultaneous connects. I have 2 phones I use, my wife has 1. Anytime we're in the car, one of the devices won't connect and it's confusing. As far as the other issue, it's simply that Google Maps or Waze can't pair the audio correctly... I can't get turn by turn instructions because the system simply won't output the audio to the car.",-0.2382
1567,MINI,Clubman,: The right rear turn signal went out.,0.0
1568,MINI,Clubman,My shoe sometimes gets stuck underneath the break pedal.;,-0.25
1569,MINI,Clubman,The center console is not easily accessible.,-0.2584
1570,MINI,Clubman,The cup holders in the back seat are not very functional.,0.0
1571,MINI,Clubman,On front passenger side the visor does not extend.,-0.1326
1572,MINI,Clubman,Left and right hatch doors get stuck on one another when opening from remote.,-0.25
1573,MINI,Cooper,The navigation system is very complicated and difficult to learn. The written instructions are useless which doesn't help matters : The navigation system is extremely difficult to use and the written instructions are useless,-0.9092
1574,MINI,Clubman,: Hands free hatch door opener is not reliable,0.5106
1575,BMW,3 Series,This problem is probably due to inability to distinguish foreign accents.,-0.6597
1576,BMW,3 Series,There is no way I have discovered to see the tire pressure state on the instrument panel. The best I can find is within the main menu which can't be safely accessed while driving.,-0.2091
1577,BMW,3 Series,tried Meijer Pharmacy multiple times to find # to call. Could not recognize and it is in my contacts list,0.0
1578,BMW,3 Series,The door to the fuel cap did not completely release and had to be manually pulled out with some difficulty,-0.34
1579,BMW,3 Series,it almost never selects the correct name on my telephone contact list,0.0
1580,BMW,3 Series,The way it connects to my iphone for music and podcasts seems very random and I have to pick up the phone to make any adjustments,0.0
1581,BMW,3 Series,When accelerating from electric mode and the engine kicks in there is frequently a rough transition with a noticeable hesitation  I think this varies somewhat with the initial speed.,-0.2732
1582,BMW,3 Series,"There are two modes of operation: a quick-turn mode where you touch the stalk briefly and it indicates two or three times then stops, and a continual turn mode. The first of these is no problem, though I would prefer it indicate at least 4 times because two or three times isn't enough. The second mode is a more 'permanent' turn indicator position, where is clicks into position  and stays there. Unless the steering wheel rotates at least 180 degrees back, the stalk will not snap back into 'neutral', and I can't get it to go back. usually, I will attempt to snap it back into a neutral position but must hit it so hard it goes past neutral to the other indicating direction. I know, picking nits, but this is the only car I've had this problem with.",-0.8224
1583,BMW,3 Series,"One needs a Phd to figure out the wipers control settings, and even then they NEVER work properly and have a mind of their own.  This has been the situation on the last TWO BMWs I have owned.",0.0
1584,BMW,3 Series,": Three issues.  First the Low Tire Pressure Warning comes on almost EVERY TIME the outside temperature drops to freezing or below. BAD DESIGN FLAW! The second issue are the outside mirrors, they ALWAYS FILL WITH WATER after a car wash, then when you drive away the water slowly leaks out of the mirrors and RUNS down the sides of the car RUINING the fresh car wash EVERY TIME! This has again, happened on the last TWO BMWs I have owned!  A TERRIBLE DESIGN FLAW that needs fixing!  And last, the HORN sounds like a SHITTY AMERICAN CAR horn!  BMW has for some reason gotten rid of the classic BMW 'BEEP' trademark horn sound they have always had and have replaced it with the sound of a 1970's Plymouth!  SHAME ON BMW!!",-0.9733
1585,BMW,3 Series,": Three issues.  First the Low Tire Pressure Warning comes on almost EVERY TIME the outside temperature drops to freezing or below. BAD DESIGN FLAW! The second issue are the outside mirrors, they ALWAYS FILL WITH WATER after a car wash, then when you drive away the water slowly leaks out of the mirrors and RUNS down the sides of the car RUINING the fresh car wash EVERY TIME! This has again, happened on the last TWO BMWs I have owned!  A TERRIBLE DESIGN FLAW that needs fixing!  And last, the HORN sounds like a SHITTY AMERICAN CAR horn!  BMW has for some reason gotten rid of the classic BMW 'BEEP' trademark horn sound they have always had and have replaced it with the sound of a 1970's Plymouth!  SHAME ON BMW!!",-0.9733
1586,BMW,3 Series,The CD player ALWAYS skips the first few seconds of every song when it plays from the beginning of a CD!,0.3164
1587,BMW,3 Series,": TWO issues. First there is a buckle of some sort in the backseat that just SITS in the rear seat  that has NO PLACE to be tucked in or out of the way for the passenger to sit comfortably!  I believe it is a buckle for a child seat.  This is unacceptable! The second issue is the head rests for the driver and passenger do NOT go all the way down, they still leave about a 1 inch gap!",-0.638
1588,BMW,3 Series,": TWO issues. First there is a buckle of some sort in the backseat that just SITS in the rear seat  that has NO PLACE to be tucked in or out of the way for the passenger to sit comfortably!  I believe it is a buckle for a child seat.  This is unacceptable! The second issue is the head rests for the driver and passenger do NOT go all the way down, they still leave about a 1 inch gap!",-0.638
1589,BMW,3 Series,": There are 2 issues. The first is that the DRIVER side and PASSENGER side control options are NOT the same, meaning the passenger side can NOT select the same air flow settings as the driver side. The second issue is that the cooling system in the backseat does NOT blow nearly as cold as the front, or as it should. Very poor design!",-0.5697
1590,BMW,3 Series,": There are 2 issues. The first is that the DRIVER side and PASSENGER side control options are NOT the same, meaning the passenger side can NOT select the same air flow settings as the driver side. The second issue is that the cooling system in the backseat does NOT blow nearly as cold as the front, or as it should. Very poor design!",-0.5697
1591,BMW,3 Series,": This is a MAJOR issue with the last TWO BMWs I have owned and ALL other BMWs I have driven starting in 2014 with the exception of the i8. The issue is acceleration.  When I floor the accelerator pedal, there is about a TWO SECOND DELAY before the car will even move forward!  This is UNACCEPTABLE in a BMW and needs to be fixed!  Again...SHAME ON BMW!!!!",-0.8374
1592,BMW,X1,Drivers side wiper leaves a streak in the middle of the windshield.,0.0
1593,BMW,X1,It is located in a small dark space behind the cup holders. Hard to get plug in without scrunching down to see the outlet.,-0.1027
1594,BMW,X1,SLIGHT NOISE,0.0
1595,BMW,X1,Statements above describe accurately.,0.0
1596,BMW,X1,As stated : None other than poor size of speedometer gauge and lighting of same during daytime.,-0.4767
1597,BMW,X1,"Only useful to store 'stuff' you don't need to access during trip. For instance, no where to store cell phones for thdriver and passenger, something everyone needs these days.",0.1779
1598,BMW,X1,Cup holders directly in front of small storage area which also is in bad location and hard to use especially at same time a using cup holder. Cheap plastic handle also used to open this small storage area snapped off. Cheaply made.,-0.5994
1599,BMW,X1,sometimes calls dial and sometimes they don't,0.0
1600,BMW,X1,One of my primary concerns prior to purchasing this vehicle was the light color seats. I thought that they would scuff or soil easily for which I was assured that they wouldn't. I have only had the car for less than 3 months and the driver side seat is now a different color than the rest. It is due to the various colors of jeans that I wear.,0.5994
1601,BMW,X1,Poor design of the glove box door and hinge. Items in the box keep falling out of the glove box when opened and into the door hinge area making it difficult to close.,-0.7351
1602,BMW,X1,It seemed hard at first to figure out how to adjust the navigation map.,-0.1027
1603,BMW,X1,It is hard to coordinate the controls with the lumbar adjustment,-0.1027
1604,BMW,X1,"The seat belt latches, next to the seats, are hard to locate and both driver and passenger tend to hit the center console. So it is necessary to lift the center console to latch the belts.",-0.1027
1605,BMW,X1,"Driver's seat, which is used more often, tends to soil easily, though the soiling, which is not definite but vague, comes off pretty well with a leather cleaner. It is a mystery as to why it occurs.",0.8417
1606,BMW,X1,Seems like I need to push hard as compared to other vehicle I am driving,0.2732
1607,BMW,X1,Voice recognition system is not effective.,-0.3724
1608,BMW,X1,Issue with blue tooth connectivity,0.0
1609,BMW,X1,Has only happened once so far on a very cold day.  Owner's manual states that this is normal at times.,0.0
1610,BMW,X1,system doesn't pick up commands often misinterprets them.  I have to manually enter commands.,0.0
1611,BMW,X1,its more of a nuisance the seat belts make a squeaking noise when in use.,0.0
1612,BMW,X1,while I appreciate the side bottle holders   the bottles often do not stay put and often shift while the car is moving causing noise.,0.4019
1613,BMW,X1,"there is a noise not sure if its a defect, the car runs beautifully- not concerned but will mention it at my next service visit.",0.0436
1614,BMW,X1,"Tervis tumbler, which was easily placed in my prior BMW cupholder, is awkward to place in my new car",0.2023
1615,BMW,X1,E.g. i asked for POI - Boston Logan Airport - tried to bring up an address in Oregon,0.0
1616,BMW,X3,: rear hatch closed unexpectedly.  i had not engaged the close process,-0.3089
1617,BMW,X3,prefer traditional placement of parking brake,0.0
1618,BMW,X3,like heated steering wheel control on the wheel not the steering column,0.3612
1619,BMW,X3,when lower fan speed sound dissipates,0.0258
1620,BMW,X3,The dealer was notified of noise but we have not setup an appointment as yet,0.0
1621,BMW,X3,voice activation is often not recognized,0.0
1622,BMW,X3,Hard to program,-0.1027
1623,BMW,X3,Using the front wipers in a rain storm are just plain confusing. Difficult to get the speed correct for the amount of rain.,-0.5267
1624,BMW,X3,Under armrest makes it difficult to use.,-0.3612
1625,BMW,X3,Cant get addresses correct,0.0
1626,BMW,X3,Nav system as a whole is very difficult to understand and use. I just use my phone.,-0.4201
1627,BMW,X1,Part of my finger got pinched when grabbing the handle to open the door.,0.0
1628,BMW,X1,driving through a canyon at night with limited outdoor lighting. Wish headlights were a bit brighter to assist in navigating on a windy road.,0.5267
