,Make,Series,Total_Problems,Category,Mode,Verbatim,Score
1470,Mercedes-Benz,C-Class,7,Audio/Communication/Entertainment/Navigation (ACEN),D,"Perhaps Mercedes should partner with Google Voice, Garmin, Tom Tom or TESLA to deliver a decent modern product. Or fire their interface team and hire or a bunch of Chimpanzees as it appears that Mercedes is to cheap to spend the money to adopt an up-to date technology package.",-0.1779
1471,Mercedes-Benz,C-Class,7,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1472,Mercedes-Benz,GLC,1,Seats,M,button for power adjustment does not move so cannot operate the power headrest : button for power head rest not working,0.0
1473,Mercedes-Benz,GLE,6,Audio/Communication/Entertainment/Navigation (ACEN),D,Hard to find in the console compartment,-0.1027
1474,Mercedes-Benz,GLE,6,Audio/Communication/Entertainment/Navigation (ACEN),D,"freqently gets radio stations, name to all and addresses wrong",-0.4767
1475,Mercedes-Benz,GLE,6,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1476,Mercedes-Benz,GLE,6,Audio/Communication/Entertainment/Navigation (ACEN),D,"Gets the wrong state, does not recognize what I am saying",-0.4767
1477,Mercedes-Benz,GLE,6,Seats,M,"Sometimes the belt locks for some reason.  I have to stop the car,  and open the door, then it releases",-0.296
1478,Mercedes-Benz,GLE,6,Interior,M,It had a very strong smell of a new car for several days,0.5563
1479,Mercedes-Benz,GLC,4,Features/Controls/Displays (FCD),D,,0.0
1480,Mercedes-Benz,GLC,4,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1481,Mercedes-Benz,GLC,4,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1482,Mercedes-Benz,GLC,4,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1483,Mercedes-Benz,GLC,1,Features/Controls/Displays (FCD),D,,0.0
1484,Mercedes-Benz,E-Class,1,Interior,M,there was a part broken.it was fixed. : There was a rattle coming from behind the rear seat. A part was broken which caused the rattle. It was quickly fixed.,-0.4767
1485,Mercedes-Benz,GLE,2,Exterior,M,,0.0
1486,Mercedes-Benz,GLE,2,Exterior,M,,0.0
1487,Mercedes-Benz,GLC,1,Interior,D,THE OWNERS MANUEL WILL NOT FIT IN GLOVE BOX.,0.3612
1488,Mercedes-Benz,E-Class,2,Exterior,M,Paid for black trim around windows and 3 out of 4 parts on each side are discolored and oxidized looking. Will not buff out.,0.0
1489,Mercedes-Benz,E-Class,2,Interior,M,Sounds like something is not attached correctly and rattles,0.3612
1490,Mercedes-Benz,GLC,1,Engine/Transmission,U,: The car rolls back upon lifting foot off the brake when on an hill or elevate road.,0.0
1491,Mercedes-Benz,GLC,1,Features/Controls/Displays (FCD),D,Heater control for steering wheel on a very short steering wheel stalk buried between to longer stalk on the left of the steering wheel.,0.0
1492,Mercedes-Benz,E-Class,4,Exterior,M,: Font door hinge detents are not strong enough to keep door open if the car is on even a moderate tilt.,-0.4023
1493,Mercedes-Benz,E-Class,4,Audio/Communication/Entertainment/Navigation (ACEN),D,": Bluetooth with iPhone 6S  pairs fine, but telephone calls have low volume and caller cannot hear me on the car phone unless I shout. Siri does not hear commands. I will ask dealer about this, but I believe it actually is an Apple problem.",-0.7003
1494,Mercedes-Benz,E-Class,4,Seats,D,"All seat adjustments are on the driver or passenger door  except for lumbar, which must be adjusted using the built-in screen/computer system.",0.0
1495,Mercedes-Benz,E-Class,4,"Heating, Ventilation, and Air Conditioning (HVAC)",D,": The air conditioner seems to have a temperature sensor on the top of the dashboard. Being right under the windshield, this area gets amplified sun heating. The air conditioner keeps trying to cool this area, making it too cold in the cabin where the passengers actually are. Setting the thermostat at a higher temperature doesn't always work. ",0.4767
1496,Mercedes-Benz,GLC,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1497,Mercedes-Benz,GLC,2,Audio/Communication/Entertainment/Navigation (ACEN),D,The system just seems antiquated in comparison to other navigation systems,0.0
1498,Mercedes-Benz,C-Class,2,Features/Controls/Displays (FCD),D,,0.0
1499,Mercedes-Benz,C-Class,2,Engine/Transmission,D,,0.0
1500,Mercedes-Benz,C-Class,1,Features/Controls/Displays (FCD),D,The cruise control handle is adjacent to the turn signal- I often hit cruise control when I wanted the turn signal.,0.0
1501,Mercedes-Benz,CLS,2,Exterior,M,: trunk would not close,0.0
1502,Mercedes-Benz,CLS,2,Audio/Communication/Entertainment/Navigation (ACEN),M,: dash info went out/blank,0.0
1503,Mercedes-Benz,GLE,1,Audio/Communication/Entertainment/Navigation (ACEN),D,In console and hard to reach,-0.0772
1504,Mercedes-Benz,GLA,1,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1505,Mercedes-Benz,C-Class,1,Exterior,M,"The vehicle was picked up out of state by my local dealer and driven back to the dealership - upon arrival, I noticed 3 small paint chips on the front hood.  The car is briliant blue metallic and the chips show up as white spots.",0.0
1506,Mercedes-Benz,GLE,3,Features/Controls/Displays (FCD),D,,0.0
1507,Mercedes-Benz,GLE,3,Features/Controls/Displays (FCD),D,,0.0
1508,Mercedes-Benz,GLE,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1509,Mercedes-Benz,E-Class,1,Features/Controls/Displays (FCD),D,,0.0
1510,Mercedes-Benz,GLE,2,Audio/Communication/Entertainment/Navigation (ACEN),D,Maybe Iâ€™m inexperienced but seems like itâ€™s easier to use my phone app.,0.7876
1511,Mercedes-Benz,GLE,2,Interior,M,"The console itself is fine big enough but the extra piece to store change in does not fit flush, and when you try to close the console it can block it from locking.",-0.7282
1512,Mercedes-Benz,E-Class,1,Interior,M,,0.0
1513,Mercedes-Benz,GLE,3,Features/Controls/Displays (FCD),D,unable to locate parking spaces sometimes,0.0
1514,Mercedes-Benz,GLE,3,Audio/Communication/Entertainment/Navigation (ACEN),D,not user friendly,-0.3875
1515,Mercedes-Benz,GLE,3,Audio/Communication/Entertainment/Navigation (ACEN),D,it's hard to enter point of destination. lots of processes,-0.1027
1516,Mercedes-Benz,GLC,1,Driving Experience,M,Loose Shock mount,-0.5994
1517,Mercedes-Benz,C-Class,6,Exterior,M,Misaligned bumper and door gap.,0.0
1518,Mercedes-Benz,C-Class,6,Driving Experience,M,Abnormal clunking sound on the front suspension when I go over speed bumps.,0.0
1519,Mercedes-Benz,C-Class,6,"Heating, Ventilation, and Air Conditioning (HVAC)",D,Loud low frequency noise.,-0.2732
1520,Mercedes-Benz,C-Class,6,Interior,M,Occasional rattling.,0.0
1521,Mercedes-Benz,C-Class,6,Interior,D,Hard to reach.,-0.0772
1522,Mercedes-Benz,C-Class,6,Interior,M,Distortion on the right side.,0.0
1523,Mercedes-Benz,GLC,1,Seats,D,Sliding in and out creates Stains on seats,0.2732
1524,Mercedes-Benz,Metris,7,Driving Experience,D,"actually the steering wheel tilts  but doesn't telescope and that's the problem.  i'm 6 feet tall and need the seat adjusted back as far as possible for leg and back comfort.  but the reach to the steering wheel is a bit far.  i have to keep my arms outstretched farther than i do with any other vehicles, and it's not quite comfortable.  i don't think a telescope steering wheel feature was available for this vehicle, but it would be much better with it.",-0.046
1525,Mercedes-Benz,Metris,7,Audio/Communication/Entertainment/Navigation (ACEN),D,as i explained in the first question re nav system,0.0
1526,Mercedes-Benz,Metris,7,Audio/Communication/Entertainment/Navigation (ACEN),D,"the nav system by 'Becker' is factory installed but actually the dealer installed the module when we bought it.  it seems like very antiquated technology, less advanced even than the garmin or tomtom gps units we used to buy 10 years ago.  that would be ok if it worked, but it does not.  it recognizes almost none of the correct addresses we give it and similarly recognizes few common points of interest or retail establishments -- all using voice command.  it seems so inept and such a waste of time that we've stopped trying -- we just use our smartphones instead which is dangerous and not really legal to do while driving  because they work and the nav on the vehicle does not.  it's really shameful that MB sells a system which is literally many generations behind current common technology everyone has on their phones.  this is probably the biggest 'miss' on any otherwise great vehicle.  but really amazing they would sell such a miss!",0.9475
1527,Mercedes-Benz,Metris,7,Audio/Communication/Entertainment/Navigation (ACEN),D,as i explained re nav system in the previous question,0.0
1528,Mercedes-Benz,Metris,7,Seats,D,,0.0
1529,Mercedes-Benz,Metris,7,"Heating, Ventilation, and Air Conditioning (HVAC)",D,we've driven only a couple days so far since buying it in warmer weather -- about 80 degrees F and sunny.  in order to maintain a comfortable temperature the auto AC blowers had to run very high and very loudly.  we shifted the mode to also move air through defog  and floor  vents to distribute the air flow more widely and take some of the volume off the forward outlets and that helped.  but it still was just very loud.  i fear that we will find in hot weather that the AC will need to be pumping loudly all the time and it may get very tiresome.  but we'll see.,-0.2657
1530,Mercedes-Benz,Metris,7,Engine/Transmission,M,"we understood this vehicle has engine eco start/stop feature  and have had other vehicles with this feature.  it has never shut itself off however in our experience so far, not sure why.  the feature seems to be turned off.  probably there is a setting we need to make to turn it on, but haven't figured it out.  we also haven't yet taken it to the dealer to check on the issue.",-0.1563
1531,Mercedes-Benz,S-Class,1,Features/Controls/Displays (FCD),U,LOSE PIECE,-0.4019
1532,Mercedes-Benz,E-Class,1,Features/Controls/Displays (FCD),M,Driver airbag light came on and the dealer stated that a wire had been pinched at the factory and three weeks later I am still waiting for the part to come in!,0.0
1533,Mercedes-Benz,S-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1534,Mercedes-Benz,E-Class,4,Exterior,M,": All of my other Mercedes have been white and this black seems dull. Seems as if the finish is not smooth like my others.Could be that it may not have been waxed prior to delivery. The finish seems dull, not glossy.I will need to get it detailed when the weather breaks",-0.7587
1535,Mercedes-Benz,E-Class,4,Driving Experience,D,: Many times it seems as if the parking brake sticks when disengaged,0.0
1536,Mercedes-Benz,E-Class,4,Audio/Communication/Entertainment/Navigation (ACEN),D,"Just when you get comfortable with your vehicle, everything is the same but different in your new one.Mercedes needs to understand that most people, especially older, become programmed to a system andthen the new model looks similar but works differently. That is frustrating",-0.4019
1537,Mercedes-Benz,E-Class,4,Seats,D,I was told that this vehicle had instant hot seats   but it seems it takes the standard time to warm up,0.3291
1538,Mercedes-Benz,E-Class,1,Features/Controls/Displays (FCD),M,One of the sensors is not working.,0.0
1539,Mercedes-Benz,GLC,1,Exterior,D,The foot sensor for the back hatch is difficult to locate with my foot.  I just use my hands.,-0.3612
1540,Mercedes-Benz,GLS,5,Driving Experience,M,,0.0
1541,Mercedes-Benz,GLS,5,Features/Controls/Displays (FCD),M,will not recognize open spaces,0.0
1542,Mercedes-Benz,GLS,5,Audio/Communication/Entertainment/Navigation (ACEN),D,have two mercedes vehicles and the pairing won't change from one vehicle to the other,0.0
1543,Mercedes-Benz,GLS,5,Seats,D,,0.0
1544,Mercedes-Benz,GLS,5,Interior,D,,0.0
1545,Mercedes-Benz,GLE,2,Features/Controls/Displays (FCD),D,": My only complaint is when i use the cruise control and 'auto pilot' , I cant totally trust it because it can swerve a little out of it's lane and it doesnt always slow down as soon as I would like it to.  It's not a defect in the system.  It works as well as it can considering it is not supposed to be a self driving car.  So it's not really a complaint, it's just that the feature is not perfectly mastered yet.",-0.6188
1546,Mercedes-Benz,GLE,2,Audio/Communication/Entertainment/Navigation (ACEN),U,"Again, this is not a serious problem.  When certain apps like Waze are used there are issues where it cuts off the radio playing , but then many times it cuts off the radio but no message of direction actually is spoken so it cuts off the radio for no reason and then there is a several second delay sometimes for the radio to return to normal.  This problem happens when my mobile phone is connected through Apple Play.",-0.6512
1547,Mercedes-Benz,CLA,2,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
1548,Mercedes-Benz,CLA,2,Interior,D,,0.0
1549,Mercedes-Benz,GLS,2,Interior,D,the cover is too low and basically just takes up space,-0.2732
1550,Mercedes-Benz,GLS,2,Interior,D,the driver side cup holder is bigger than the passenger side cupholder  and doesn't hold large drinks/water bottles like the driver side cup holder,0.3612
1551,Mercedes-Benz,GLE,9,Exterior,M,the door closes but not enough to turn off the sensor. : the right side rear passenger door doesn't close properly.  I frequently have to go and open and close the door.  the sensor is detecting that it is open all of the time.,0.0
1552,Mercedes-Benz,GLE,9,Features/Controls/Displays (FCD),D,,0.0
1553,Mercedes-Benz,GLE,9,Features/Controls/Displays (FCD),D,,0.0
1554,Mercedes-Benz,GLE,9,Features/Controls/Displays (FCD),D,the horn doesn't go off when the car is not running,0.0
1555,Mercedes-Benz,GLE,9,Audio/Communication/Entertainment/Navigation (ACEN),D,doesn't understand my voice,0.0
1556,Mercedes-Benz,GLE,9,Audio/Communication/Entertainment/Navigation (ACEN),D,this is an intermittent problem.,-0.4019
1557,Mercedes-Benz,GLE,9,Seats,D,don't know how to use the head adjustment,0.0
1558,Mercedes-Benz,GLE,9,Interior,D,"the cup holder on the right seems to be smaller than the one on the left so that when there are two drinks in the cup holders, one of them doesn't fit properly",-0.2755
1559,Mercedes-Benz,GLE,9,Engine/Transmission,D,": the drive, reverse, park control is located in a place that is difficult to use.",-0.3612
1560,Mercedes-Benz,E-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Sat radio fades in and out,0.0
1561,Mercedes-Benz,S-Class,1,Seats,M,"Seats do ventilate,but do not cool!!",-0.3707
1562,Mercedes-Benz,C-Class,6,Driving Experience,D,: telescoping steering wheel needs to pull farther out,0.0
1563,Mercedes-Benz,C-Class,6,Features/Controls/Displays (FCD),M,: window squeak when closing,0.0
1564,Mercedes-Benz,C-Class,6,Audio/Communication/Entertainment/Navigation (ACEN),D,I was told the voice commands do not work for controlling the radio or the heating/AC.,0.0
1565,Mercedes-Benz,C-Class,6,Audio/Communication/Entertainment/Navigation (ACEN),D,voice recognition is poor,-0.4767
1566,Mercedes-Benz,C-Class,6,Engine/Transmission,M,sometimes the engine restarts even when m y foot is still on the brake,0.0
1567,Mercedes-Benz,C-Class,6,Engine/Transmission,M,engine is noisy when idling,-0.1779
1568,Mercedes-Benz,S-Class,3,Driving Experience,M,Misaligned I guess,0.0
1569,Mercedes-Benz,S-Class,3,Driving Experience,M,Alignment,0.0
1570,Mercedes-Benz,S-Class,3,Driving Experience,M,alignment,0.0
1571,Mercedes-Benz,C-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),D,Poor quality. Poor detail thin pencil like lines for roads. Little detail.,-0.5719
1572,Mercedes-Benz,C-Class,3,Seats,M,Seat belt retracted as usual but would not come out again to extend and buckle,0.2617
1573,Mercedes-Benz,C-Class,3,Engine/Transmission,D,Stays in gear too long at high revs in Sport mode only after releasing gas pedal,0.0
1574,Mercedes-Benz,GLA,1,Interior,M,": Upon leaving my residence in the morning i discovered my sunroof shattered into pieces. My gla is always housed in my garage except. When in use There was no pressure exerted on roof and no evidence that a rock  or other object hit while driving, This happened within 3 weeks after purchase and vehicle had less than 1000 miles MB was gracious and repaired it gratis.thank you MB",-0.1531
1575,Mercedes-Benz,GLE,1,Engine/Transmission,D,It seems to occur when I've slowed down and breaking and when I apply the gas petal to regain speed.  then the car makes a sudden lunging as if I've floored the petal.    It's quite scary.   So I'm very aware of this issue when I'm driving.,-0.5413
1576,Mercedes-Benz,E-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),M,Traffic information is not shown on the map even though the account is current .,0.0
1577,Mercedes-Benz,E-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,"While navigating to my destination, the system included Left Turn where it was not allowed. Happened in San Francisco, left turn from Van Ness to Geary.",0.0
1578,Mercedes-Benz,C-Class,3,Driving Experience,D,"It's a sports car, so some brake squeak is acceptable as I did not get the upgraded ceramic brakes. I understand that brake dust builds up along with the vibration of braking & heat can cause some noise.  It doesn't bother me but it is noticeable; especially for a car that has less than 1500 miles.",0.2887
1579,Mercedes-Benz,C-Class,3,Features/Controls/Displays (FCD),M,": The heads up display camera did not rotate correctly when I started the car and this issue continued until I shut the car off completely, including opening the door and locking it. Once I unlocked the door and restarted the car the HUD reset and worked.  This only happened once.",0.0
1580,Mercedes-Benz,C-Class,3,Interior,M,The sun glass holder is not padded at all on the interior and any type of glasses / sun glasses it holds constantly squeaks & rattles.,0.0
1581,Mercedes-Benz,GLE,2,Audio/Communication/Entertainment/Navigation (ACEN),D,We have difficulty in utilizing the navigation system and getting the audio system to go to the correct satellite radio channel.,-0.34
1582,Mercedes-Benz,GLE,2,Audio/Communication/Entertainment/Navigation (ACEN),D,It has been difficult to accurately add or utilize the navigation system by using voice commands.,-0.3612
1583,Mercedes-Benz,GLC,1,Engine/Transmission,M,: Car turned off on the highway in stalled traffic. Finally restarted after 20 minutes or so.,-0.2023
1584,Mercedes-Benz,GLC,1,Audio/Communication/Entertainment/Navigation (ACEN),M,: the USB port that connects to the phone sometimes fails to connect properly and you have to re-connect it.,-0.4215
1585,Mercedes-Benz,CLA,2,Exterior,M,,0.0
1586,Mercedes-Benz,CLA,2,Exterior,M,,0.0
1587,Mercedes-Benz,E-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1588,Mercedes-Benz,E-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1589,Mercedes-Benz,E-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),D,Give incorrect address location when I give the addreess.,0.0
1590,Mercedes-Benz,E-Class,1,Engine/Transmission,M,Leaked out and said transmission overheated. It was coolant for transmission had a hole in it. So they say. : Leaked out and said it was the coolant,-0.5574
1591,Mercedes-Benz,SLC,1,Features/Controls/Displays (FCD),M,The mirror motor did not functions correctly and it was change and fix,0.0
1592,Mercedes-Benz,GLS,4,Interior,M,,0.0
1593,Mercedes-Benz,GLS,4,Interior,M,,0.0
1594,Mercedes-Benz,GLS,4,Interior,D,,0.0
1595,Mercedes-Benz,GLS,4,Engine/Transmission,D,,0.0
1596,Mercedes-Benz,C-Class,3,Exterior,M,Seems like it sticks,0.3612
1597,Mercedes-Benz,C-Class,3,Engine/Transmission,D,,0.0
1598,Mercedes-Benz,C-Class,3,Engine/Transmission,M,Seems like it can't figure out which gear to shift into.  Have experienced jack rabbit starts jolts and slipping in gear.  Only happens once in a while.,0.3612
1599,Mercedes-Benz,E-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1600,Mercedes-Benz,E-Class,3,Seats,M,The driver seat is dyeing my pants color.,0.0
1601,Mercedes-Benz,E-Class,3,Seats,D,,0.0
1602,Mercedes-Benz,GLE,1,Exterior,M,,0.0
1603,Mercedes-Benz,C-Class,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
1604,Mercedes-Benz,C-Class,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,Vague controls,-0.1027
1605,Mercedes-Benz,C-Class,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
1606,Mercedes-Benz,GLA,2,Exterior,M,,0.0
1607,Mercedes-Benz,GLA,2,Features/Controls/Displays (FCD),D,,0.0
1608,Mercedes-Benz,E-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Steer names missing : Street names,-0.296
1609,Mercedes-Benz,GLS,3,Exterior,M,Lower fascia is-aligned. Bad,-0.6908
1610,Mercedes-Benz,GLS,3,Exterior,M,See previous,0.0
1611,Mercedes-Benz,GLS,3,Interior,D,,0.0
1612,Mercedes-Benz,GLA,3,Interior,M,Panel creaks and rattles when traveling at highway speed. : Reverse gear will not engage when vehicle is completely stopped unless the break pedal is pushed in about half way. Dashboard rattles and squeaks.,-0.4988
1613,Mercedes-Benz,GLA,3,Engine/Transmission,D,Gear shifts are abrupt and slam power. Power is not delivered linearly and gear shifts are slow. Other friends who have the same car experience same issues.,0.128
1614,Mercedes-Benz,GLA,3,Engine/Transmission,D,"The transmission seems to hunt for gears sometimes, causing the engine to rev too much or loose power. : Reverse gear will not engage when vehicle is completely stopped unless the break pedal is pushed in about half way. Dashboard rattles and squeaks.",-0.6735
1615,Mercedes-Benz,GLE,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1616,Mercedes-Benz,GLE,3,Audio/Communication/Entertainment/Navigation (ACEN),D, : navigation is nearly impossible,0.0
1617,Mercedes-Benz,GLE,3,Seats,M,squeak when turning : drivers seat squeaks,0.0
1618,Mercedes-Benz,C-Class,3,Features/Controls/Displays (FCD),D,,0.0
1619,Mercedes-Benz,C-Class,3,Features/Controls/Displays (FCD),D,,0.0
1620,Mercedes-Benz,C-Class,3,Interior,D,Items can fall off the interior shelve  onto the glove box door and then keep the door from closing.,0.0
1621,Mercedes-Benz,GLC,2,Features/Controls/Displays (FCD),M,From the drivers control panel the passenger rear window will not close,0.0
1622,Mercedes-Benz,GLC,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1623,Mercedes-Benz,GLE,2,Interior,D,,0.0
1624,Mercedes-Benz,GLE,2,Engine/Transmission,D,When putting the car in drive it accelerates in a rough start manner.,0.0
1625,Mercedes-Benz,E-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,"My phone works ok, friend phone contacts list loads ok. Have real problems playing music",0.6908
1626,Mercedes-Benz,E-Class,2,Seats,D,,0.0
1627,Mercedes-Benz,GLC,2,Seats,D,Light colored leather appears to show some colot transfer from clothing after minimal use.,0.0
1628,Mercedes-Benz,GLC,2,Seats,U,": Molded plastic panel on bottom outside of front passenger seat has come off twice. Relatvely easy to pop back on, but annoying to have it come off.",-0.3818
1629,Mercedes-Benz,GLE,5,Exterior,M,"Needs a stop, or a motor to open it.",-0.296
1630,Mercedes-Benz,GLE,5,Exterior,D,It seams itâ€™s there for decoration only.,0.0
1631,Mercedes-Benz,GLE,5,Audio/Communication/Entertainment/Navigation (ACEN),D,Ford has a better system than MB. It takes to many steps to get the caller on the phone.,0.4404
1632,Mercedes-Benz,GLE,5,Interior,D,"I have tried WD-40, not helping.",-0.2235
1633,Mercedes-Benz,GLE,5,Engine/Transmission,D,: Having to shift several times to get to reverse.,0.0
1634,Mercedes-Benz,C-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,"I HATE the MB Navigation! I feel like I wasted $2,100 on this feature. First, the maps are small & difficult to read. The lines are thin & most of the map graphic is not in color.  If you compare the MB maps to Apple or Google Maps, you will see a drastic difference in color and ease of reading the map. Second, the routes it take you on are round-about and out of the way. I drive in the New York area and have had so many instances where the navigation system proposed a strange or indirect route. Third, it doesn't let you select the route you want as you can do if using your phone with Google or Apple maps. It should show you the route in an overview before executing it and give you a choice. Forth, the system talks too much!! It becomes annoying hearing it say too many commands, repeating over & over. I hate that MB forces you to choose between Apple Car Play and this more expensive system in the C class.  I should be able to have BOTH and would be easier with TOUCH SCREEN like GM has! : I don't like how the audio system operates with a Joy Stick.  The dealer did tell me that Touch Screens are not available in any Mercedes as they think if the driver is leaning over to touch it, the body is in an unsafe position.  I think that's ridiculous!  Almost every car in the US has a touch screen, including my other car, a 2017 Buick Envision.  The navigation system & Apple Car play in GM cars is MUCH better than Mercedes.  They need to revisit the reasoning behind not offering a touch screen radio because I think they are idiots not having that. The joy stick is annoying.",0.7214
1635,Mercedes-Benz,C-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,"The routes are terrible.  It takes indirect routes and does not let me choose which route I want to take before it executes the directions.  Also, I wanted Apple Car Play but could not get it.  C class makes you choose between Multimedia System or Apple Car Play. I don't know why if I'm paying all this money I can't have both!!!  The reason I chose the multimedia was because the exterior color of the car I wanted  was not available at the time anywhere in the US with Apple Car Play, unless I waited 3 months and ordered a car built to spec, which I now regret not doing because the MB navigation system is terrible.  I use my phone sitting in the cup holder instead!!",-0.6147
1636,Mercedes-Benz,GLA,5,Seats,D,: The memory controls on the driver's seat are very slow to adjust. It takes about 20 seconds to adjust from my wife's seat position to my seat position.,0.0
1637,Mercedes-Benz,GLA,5,Seats,D,My children kick the back of the seats and leave lots of marks on the seat,-0.0516
1638,Mercedes-Benz,GLA,5,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
1639,Mercedes-Benz,GLA,5,Interior,D,These are the 2 non-adjustable cupholders molded into the center console.,0.0
1640,Mercedes-Benz,GLA,5,Engine/Transmission,M,": Car is very jumpy/sensitive throttle from stop, especially when the auto shutoff shuts the engine down.",-0.296
1641,Mercedes-Benz,GLC,2,Exterior,M,,0.0
1642,Mercedes-Benz,GLC,2,Exterior,M,,0.0
1643,Mercedes-Benz,C-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),M,": The settings in the car keep resetting themselves periodically.  That includes radio station settings as well as settings for things such as lighting preferences, door locking preferences, etc.",0.2732
1644,Mercedes-Benz,C-Class,3,Interior,M,The headliner area in the rear has an annoying rattle when the cover for the sunroof is open,-0.4019
1645,Mercedes-Benz,C-Class,3,Engine/Transmission,D,In Sport+ mode it doesn't like to upshift.  I will be driving along at 4k RPM waiting for it to shift up but it takes about 40 seconds : The car 'bucks' when at low speed between 1st and 2nd gears and gently pressing the accelerator in Sport+ mode.,0.2011
1646,Mercedes-Benz,C-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1647,Mercedes-Benz,GLC,1,"Heating, Ventilation, and Air Conditioning (HVAC)",D,Air  is not cool enough. Occasional smell.,-0.2411
1648,Mercedes-Benz,CLA,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,"I live in Arizona, just a week a go temperature reach to 95 and air conditioning didnâ€™t work properly!",0.1007
1649,Mercedes-Benz,CLA,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,Heated temperatures works perfectly!,0.6696
1650,Mercedes-Benz,CLA,3,Engine/Transmission,D,Mostly we I go to car wash when I charge the gear to neutral! Takes couple of times to different gearshift to finally get to N,0.0
1651,Mercedes-Benz,GLE,1,Exterior,M,1 Ding which the dealer took care of within one week after delivery.,0.4939
1652,Mercedes-Benz,CLA,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
1653,Mercedes-Benz,CLA,2,Engine/Transmission,M, : When stopped at stop car jumps when you step on gas,-0.4767
1654,Mercedes-Benz,GLC,4,Exterior,M,"It isn't so much that the door won't open/close.  The problem is that the door doesn't align properly, so it makes the lines of the car look cheap.",0.3089
1655,Mercedes-Benz,GLC,4,"Heating, Ventilation, and Air Conditioning (HVAC)",D,It's just noisy.,-0.1779
1656,Mercedes-Benz,GLC,4,Interior,D,"If you use a heavier type of container, then it wants to fall over.  The height of the cup holder is not sufficient.  Additionally, if you use a larger diameter insulated mug, they won't fit at all.",-0.2755
1657,Mercedes-Benz,GLC,4,Interior,D,"If you are the driver, and you are driving with your right hand while your left hand is trying to lower the visor due to sun, you would intuitively grab the left side of the visor.  However, the indentation/finger hold is on the right side of the visor, and it takes a bit of time to find it, and then use it.  It sounds like a petty thing, however, the least amount of time taken away from focus of driving is best.",0.8779
1658,Mercedes-Benz,GLA,2,Features/Controls/Displays (FCD),D,,0.0
1659,Mercedes-Benz,GLA,2,Audio/Communication/Entertainment/Navigation (ACEN),D,nav system doesn't always recognize what we're saying when we provide an address,0.0
1660,Mercedes-Benz,GLE,1,Audio/Communication/Entertainment/Navigation (ACEN),D,in center console; could break if hit when placing items in console,0.0
1661,Mercedes-Benz,GLE,1,Exterior,M,When I press the button to open the hatch it does not always open,0.0
1662,Mercedes-Benz,C-Class,2,Exterior,M,: Doesnâ€™t always open on first push,0.0
1663,Mercedes-Benz,C-Class,2,Exterior,M,,0.0
1664,Mercedes-Benz,C-Class,1,Exterior,M,Sometimes  if I don't open drivers door the fuel door won't open. really annoying.,0.3559
1665,Mercedes-Benz,GLA,1,Interior,D,It's so hard to pull the visor to the side. Seems like for sure it will break off. Maybe just because its new.,0.4779
1666,Mercedes-Benz,S-Class,8,Features/Controls/Displays (FCD),D,,0.0
1667,Mercedes-Benz,S-Class,8,Features/Controls/Displays (FCD),D,,0.0
1668,Mercedes-Benz,S-Class,8,Audio/Communication/Entertainment/Navigation (ACEN),D,No tiene la capacidad apropiada para entender en un pobre ingles o en espaÃ±ol,-0.296
1669,Mercedes-Benz,S-Class,8,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
