,Make,Series,Total_Problems,Mode,Verbatim,Score
2242,BMW,X1,2,D,,0.0
2243,BMW,X1,2,D,,0.0
2244,BMW,7 Series,5,M,System is too sensitive and pull vehicle into the lane unnecessarily at times.,0.0
2245,BMW,7 Series,5,M,Self parking system let the car hit the curb and caused curb rash on the front wheel.,-0.4019
2246,BMW,7 Series,5,D,Not user friendly.  The manual doesn't explain the features well.,0.6486
2247,BMW,7 Series,5,D,"Inaccurate navigation to smaller streets
WBA7E2C57GGD99851,GD99851,WBA7E2C5GG,2407011G,BMW,7 Series,BMW 7 Series 4dr Sdn,2015-08-10,G12,02.04 Dingolfing,B58M,AUT,ALPINWEISS 3,LC LEDER DAKOTA,MY MOKKA,01CA; 01CB; 0212; 021H; 0255; 0258; 02TB; 02VB; 0302; 0319; 0322; 0323; 0337; 03AG; 03DS; 03DZ; 0407; 0416; 0441; 0453; 0454; 0456; 0460; 0465; 04AY; 04HC; 04NB; 04ND; 04NE; 04NM; 04T6; 04T7; 04U1; 04UR; 0524; 05A1; 05AC; 05AP; 05AT; 05DL; 05DP; 05DS; 0609; 0610; 0645; 0650; 0655; 0688; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06NW; 06U8; 06U9; 06WB; 06WD; 0715; 0760; 0775; 0823; 0840; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,5,FCD42",0.0
2248,BMW,X1,2,D,,0.0
2249,BMW,X1,2,D,,0.0
2250,BMW,X1,1,D,Blue jeans pick up color on the leather .. Super disappointing. Not sure how to clean it ?,0.6908
2251,BMW,X5,1,D,I ask for an address in Massachusetts and it gives me the address in another state,0.0
2252,BMW,2 Series,5,M,"Inside door handle is placed too far forward
WBA1F9C52GV546310,V546310,WBA1F9C5GV,24118614,BMW,2 Series,BMW 2 Series 2dr Cpe,2015-11-20,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,LC LEDER DAKOTA,OM OYSTER/ AKZENT OYSTER DUNKEL,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0302; 0319; 0322; 0346; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0441; 0459; 0481; 0488; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0522; 0524; 0534; 0544; 0563; 05DC; 05DS; 0609; 0645; 0655; 0674; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NS; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,5,EXT01",0.0
2253,BMW,2 Series,5,D,,0.0
2254,BMW,2 Series,5,M,Lumbar support seems to 'deflate' over time. Was the same with my last BMW. Have to readjust it to 'inflate' support during long rides,0.6597
2255,BMW,2 Series,5,D,Wish the headrest pivoted forward and back like my last BMW. It's fixed. That sucks. Have you ever tried to drive with the headrest jammed up against a pony tail? Tweaks your neck.,0.4019
2256,BMW,5 Series,2,D,Not sure if vents are set to get the best ventilation,0.7579
2257,BMW,5 Series,2,D,"Not sure if the vents are set properly, to get the best ventilation cold or hot.",0.7579
2258,BMW,X3,5,D,It's too sensitive and it's slow to respond.,0.0
2259,BMW,X3,5,D,: The switch for the heated steering wheel is hidden on the steering wheel column.,0.0
2260,BMW,X3,5,D,It's almost useless except as a map. The worst ever.,-0.7655
2261,BMW,X3,5,D,"The lid hits your arm when you open it
WBA8G5C58GK442720,K442720,WBA8G5C5GK,2278777V,BMW,3 Series,BMW 3 Series 4dr Wgn,2015-09-14,F31,01.01 M�nchen,N20,AUT,ALPINWEISS 3,LC LEDER DAKOTA,L8 SCHWARZ/AKZENT OYSTER DUNKEL,01CA; 01CB; 0216; 0248; 0258; 02PP; 02TB; 02VB; 02VF; 0302; 0319; 0322; 0337; 03AA; 03AG; 03DZ; 0402; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 0496; 04FT; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,3,AEN06",0.0
2262,BMW,3 Series,3,,"The audio feature that plays music from the phone does not sync information in a timely manner, often needing more than 5 minutes to begin playing music and/or displaying song information. In addition, it is sometimes necessary to initiate playing music from the phone for the audio to work. Interrupting the music to use other audio commands appears to break the audio connection with the phone - needing to touch the phone to initiate playing music again.",0.4939
2263,BMW,3 Series,3,,The Graphic User Interface and Menu structure is difficult to understand and navigate.,-0.3612
2264,BMW,2 Series,1,M,it is like a thumping sound,0.3612
2265,BMW,3 Series,5,M,,0.0
2266,BMW,3 Series,5,M,"System got confused and the directions to my location were in error. the arrows telling you where to go just kept spinning for an hour
WBA8G5C54GK442861,K442861,WBA8G5C5GK,2279004J,BMW,3 Series,BMW 3 Series 4dr Wgn,2015-09-28,F31,01.01 M�nchen,N20,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,L8 SCHWARZ/AKZENT OYSTER DUNKEL,01CA; 01CB; 0216; 0248; 0258; 02PP; 02TB; 02VB; 0302; 0319; 0322; 0337; 03AA; 03AG; 03DZ; 0402; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 0496; 04NE; 04WG; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NS; 06WA; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,5,EXT38",-0.6124
2267,BMW,3 Series,5,D,tall bottles hit the center console below the radio,0.0
2268,BMW,2 Series,1,D,mis interpets street names and cities,0.0
2269,BMW,5 Series,3,,"Discovered noisy driver's side wiper with first rain storm, about a week after taking delivery.  Took car back to the dealer and they diagnosed and repaired... faulty  wiper arm assembly.",-0.4588
2270,BMW,5 Series,3,,"Very small, awkward glove box design for a large, premium car.",-0.2212
2271,BMW,5 Series,3,,"Small, 'cheap' sun visor design.  Should also have slide-out extensions to help block the sun when rotated for use in blocking side windows.  Seem flimsy and poorly designed for a premium car.",-0.4215
2272,BMW,3 Series,2,D,,0.0
2273,BMW,3 Series,2,D,,0.0
2274,BMW,7 Series,2,D,,0.0
2275,BMW,7 Series,2,D,,0.0
2276,BMW,3 Series,4,D,The external motion sensor release that is operated by foot motion does not recognize the foot motion very readily. It usually takes several movements of the foot before the trunk lid opens.,0.0
2277,BMW,3 Series,4,M,The tire had a slow weak and lost air over time.  The tire pressure monitor advised of the situation.  Air was added and it lost air again.  Took the car to dealer and the tire was replaced under additional road hazard insurance we bought when the car was new.,-0.8271
2278,BMW,3 Series,4,D,The markings in the rear view camera are not easy to understand what they are trying to convey and thus difficult to understand what is happening.,-0.6002
2279,BMW,3 Series,4,D,"The system generally is not very easy to operate.  It takes a large number of steps to enter numbers and letters because of need to spin the dial.  The voice operation system does not always accurately recognize the verbal input. Also, the system does not properly recognize some street names with the proper city.  This works the way it is intended to work as these are design issues not subject to repair.",-0.3232
2280,BMW,3 Series,1,D,Not natural to use. Requires knowledge and memory of key word commands which for an occasional driver is not realistic.,0.3612
2281,BMW,X4,1,U,"Sometimes only one fog light will turn on,NULL,,No,
WBA7F2C52GG417702,G417702,WBA7F2C5GG,2406757Z,BMW,7 Series,BMW 7 Series 4dr Sdn,2015-10-24,G12,02.04 Dingolfing,N63R,AUT,ALPINWEISS 3,NA EXCL.LED.NAP.ERW.,MY MOKKA,01CA; 01CB; 0212; 0255; 0258; 027Z; 02TB; 02VB; 0300; 0302; 0319; 0322; 0323; 03AG; 03DS; 0402; 0416; 0441; 0453; 0456; 0465; 0494; 04AX; 04NB; 04ND; 04NM; 04T7; 04UR; 0552; 05A1; 05AC; 05AP; 05AT; 05DL; 05DP; 05DS; 0609; 0610; 0645; 0650; 0655; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06F1; 06NW; 06U8; 06WB; 06WD; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,2,AEN12",0.0
2282,BMW,7 Series,2,D,,0.0
2283,BMW,3 Series,2,D,,0.0
2284,BMW,3 Series,2,M,,0.0
2285,BMW,5 Series,8,,,0.0
2286,BMW,5 Series,8,,,0.0
2287,BMW,5 Series,8,,,0.0
2288,BMW,5 Series,8,,,0.0
2289,BMW,5 Series,8,,,0.0
2290,BMW,5 Series,8,,,0.0
2291,BMW,5 Series,8,,,0.0
2292,BMW,5 Series,8,,,0.0
2293,BMW,X4,3,,"Button to turn on heated steering wheel is located under the steering column.  Have to feel around to find it.  Indicator light is red when on, but it is impossible to see unless you bend down and look under the steering wheel.  This is impossible to do while driving.  Should have placed it at an easier to locate position that is viewable when driving.",0.5719
2294,BMW,X4,3,,"Cigarette lighter/power outlet located right by the cup holders.  Always hit the power cord when putting cups in and out of cup holders.  Plus, never good idea to mix electricity with liquids.  On another note, need to have more USB ports in car.  Cigarette lighter is good to have but everything is powered by USB these days.  Only 1 USB port for driver.  Need more USB ports for electronic devices.",-0.3412
2295,BMW,X4,3,,"With cups in cup holder, cups block access to storage tray.  Also 12V power receptacle located right in front of cup holders so always bumping power cord when trying to put cups in and out of cup holder.",-0.4404
2296,BMW,6 Series,3,,"Even with blindspot warning system I still almost run into cars in my blind spot during both highway and city driving. The blidspot indicators are in a poor location on the mirror mount; they should be on the mirror, like they are on a Mercedes",-0.6908
2297,BMW,6 Series,3,,Not intuitive; instructions do not adequately describe how to use self park sysytem; I must go to dealer to lear how to operate system,0.0
2298,BMW,6 Series,3,,: abnormal hesitation in the engine; engine backfires when slowing down,-0.2732
2299,BMW,3 Series,7,,,0.0
2300,BMW,3 Series,7,,,0.0
2301,BMW,3 Series,7,,,0.0
2302,BMW,3 Series,7, AEN04, HVAC07,0.0
2303,BMW,3 Series,7,,,0.0
2304,BMW,3 Series,7,,,0.0
2305,BMW,3 Series,3,,: THE TRUNK OPEN FEATURE WHERE YOU HAVE TO KICK AT THE BACK REAR DOESNT ALWAYS WORK AS PROPOSED.,0.0
2306,BMW,3 Series,3,,WITH EXPENSIVE RIMS ITS ASHAME THAT THEY GET DIRTY AFTER ONE DAY AS THEY ARE FILLED WITH BRAKE DUST THAT FAST.,-0.4404
2307,BMW,3 Series,3,,GETTING IN AND OUT OF THE CAR FEET RUB AGAINST THE BOTTOM OF DOORS AND THE PANEL SCUFFS WAY TO EASY. ALSO HAPPENS TO THE BACK OF BOTH FRONT SEATS WHEN PASSENGERS ARE SITTING IN THE REAR.,0.4404
2308,BMW,7 Series,1,M,,0.0
2309,BMW,X1,1,M,It appears there was a bolt that was not tightened properly on the assembly line. It was repaired and now operates fine,0.2023
2310,BMW,X4,1,D,"Was looking for a chevron gas station and the navigation directed me to a restaurant,NULL,1200,No,
WBXHT3C37GP884153,P884153,WBXHT3C3GP,24080896,BMW,X1,BMW X1 4dr SUV,2015-10-21,F48,06.01 Regensburg,B46O,AUT,ALPINWEISS 3,KC SENSATEC 1,FY CANBERRABEIGE,01AG; 01CA; 0205; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0316; 03AG; 03AT; 03L8; 0420; 0423; 0459; 0473; 0493; 04LR; 04NE; 0508; 0534; 0544; 0575; 05DP; 0645; 0650; 0676; 0693; 0697; 06AC; 06AE; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 09AA,2,FCD24",0.0
2311,BMW,X1,2,M,,0.0
2312,BMW,3 Series,1,D,Have to repeat same command multiple times before it recognizes,0.0
2313,BMW,3 Series,2,D,,0.0
2314,BMW,3 Series,2,M,The upper lines on the rear defroster do not work as well nor as quickly as the rest of the rear defroster.,-0.2057
2315,BMW,X5,1,M,: Sirius xm keeps resetting and doesn't always display all of the channels,0.0
2316,BMW,7 Series,7,,,0.0
2317,BMW,7 Series,7,,,0.0
2318,BMW,7 Series,7,,,0.0
2319,BMW,7 Series,7,,,0.0
2320,BMW,7 Series,7, FCD41, FCD53,0.0
2321,BMW,7 Series,1,M,The fuel door is not centered properly when closed,0.0
2322,BMW,2 Series,2,D,,0.0
2323,BMW,2 Series,2,D,,0.0
2324,BMW,Z4,5,M,Noticed scratches and bare metal around the front passenger wheel well soon after taking the vehicle home.  Dealer would not fix.  Said it was my responsibility.  Wished I had spent more time making my inspection at the dealership.,0.2732
2325,BMW,Z4,5,M,Same as above.,0.0
2326,BMW,Z4,5,D,: I don't have aux outlets.  Wish I had a plug in for headphones which are legal in my state.,0.4939
2327,BMW,Z4,5,D,"My first cross country
WBALL5C56GJ997869,J997869,WBALL5C5GJ,2410761R,BMW,Z4,BMW Z4 2dr Cnv,2015-08-28,E89,06.01 Regensburg,N20,MECH,VALENCIA ORANGE METALLIC,GM ALCANTRA./LEDERKOMBINATION,OF SCHWARZ/ORANGE 2,01CA; 01CB; 01CC; 01CD; 0216; 0249; 02B9; 02VB; 02VF; 0302; 0319; 0322; 0387; 0423; 0430; 0431; 0441; 0459; 0481; 0488; 0493; 04FE; 04NA; 04NE; 04UT; 0521; 0524; 0534; 0544; 0563; 0570; 05DS; 0609; 0620; 0645; 0655; 0677; 0697; 06AC; 06AE; 06AK; 06AP; 06NR; 06NS; 06UH; 0775; 07HY; 0823; 0840; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08SP; 08TN; 0925; 09AA,5,EXT24",0.0
2328,BMW,X3,3,,"When the warning light went on, I experimented with the menus and saw the maintenance indicator of low windshield washer fluid.  However, the dealer thought the issue was mostly with lower tire pressure in cooler weather and filled the tire.  Also the dealer could not confirm what had caused the warning using the key.",-0.8519
2329,BMW,X3,3,,Having to choose streets seems to be problematic.  Limiting places of entertainment to 60 miles seems sort of limiting.  I have not been very successful yet at getting the voice recognition to work with the navigation system.,-0.525
2330,BMW,X3,3,,Occurred unexpectedly 6 weeks after purchasing vehicle.  Light went on.  Was not looking for spills.,0.0
2331,BMW,2 Series,3,,,0.0
2332,BMW,2 Series,3," INT40""",Interior,0.0
2333,BMW,4 Series,1,D,I'm not used to the idea of not being able to open the rear passenger door after exiting the vehicle from the driver's side.  I would prefer not to have to hit the door lock inside the vehicle before exiting.,0.0
2334,BMW,3 Series,6, HVAC02, HVAC04,0.0
2335,BMW,3 Series,6, HVAC02, HVAC04,0.0
2336,BMW,3 Series,6,,,0.0
2337,BMW,3 Series,6,,,0.0
2338,BMW,5 Series,2,M,,0.0
2339,BMW,5 Series,2,U,,0.0
2340,BMW,5 Series,1,M,,0.0
2341,BMW,3 Series,4,D,,0.0
2342,BMW,3 Series,4,D,"Difficult to get reception, if any",-0.3612
2343,BMW,3 Series,4,D,"If wearing black clothing, it will leave stain on seat.",-0.0516
2344,BMW,3 Series,4,D,Need more center console space,0.0
2345,BMW,X1,2,D,,0.0
2346,BMW,X1,2,M,,0.0
2347,BMW,4 Series,1,D,System lags playing bluetooth audio books through Audible on iPhone.,-0.1779
2348,BMW,3 Series,3,,: The trunk release in driver side is in a difficult location,-0.3612
2349,BMW,3 Series,3,,: Molding on front passenger door coming up,0.0
2350,BMW,3 Series,3,,In the center compartment id difficult,-0.3612
2351,BMW,7 Series,1,M,System is LED so entire taillight assembly was replaced...,0.0
2352,BMW,4 Series,3,,Line of the door panels doesn't match up perfectly with the line on the rear panels.,-0.5216
2353,BMW,4 Series,3,,Time is in tiny letters. Need to have a separate clock or larger time in the middle of the dashboard or a time section in the driver's console of the dashboard.,0.0
2354,BMW,4 Series,3,,"Voice recognition frequently misinterprets streets, street numbers, city names.",0.0
2355,BMW,5 Series,1,M,The trunk is power open and close and it does not open all the way most of the time. The dealer said they are aware of the problem and will let me know when they have a solution. As of yet no word.,-0.3818
2356,BMW,X3,2,D,,0.0
2357,BMW,X3,2,D,The vents do not blow as strongly as the other vents do,-0.2057
2358,BMW,4 Series,2,M,,0.0
2359,BMW,4 Series,2,M,,0.0
2360,BMW,2 Series,1,D,"BMWs are notorious for excessive brake dust,NULL, so it is very hard to keep the wheels clean.",-0.2247
2361,BMW,7 Series,3,,Navigation does not understand many of the voice commands,0.0
2362,BMW,7 Series,3,,"iPhone keeps getting cut off and radio will start playing, after 1 to 2 seconds it will connect back to bluetooth.",-0.0772
2363,BMW,7 Series,3,,": When starting engine cold, it makes more than normal noise.",0.0
2364,BMW,3 Series,2,D,,0.0
2365,BMW,3 Series,2,D,,0.0
2366,BMW,X3,1,M,"Light came on day after delivery,NULL, but when I started the car to leave, it was on again.  They replaced sensor, and no recurrence.",-0.4767
2367,BMW,3 Series,2,M,,0.0
2368,BMW,3 Series,2,M,,0.0
2369,BMW,X1,4,D,"have to press hard to be able to sound horn, can't give short horn blows as a result",-0.1027
2370,BMW,X1,4,D,,0.0
2371,BMW,X1,4,D,,0.0
2372,BMW,X1,4,D,too far in front of gear shifter,0.0
2373,BMW,6 Series,2,D,,0.0
2374,BMW,6 Series,1,M,Noticed scratches on the window when I had them tinted,0.0
2375,BMW,5 Series,1,M,Power trunk opener doesn't fully open about 1/3 of the time. Trunk unlatches when this happens but doesn't fully open. Brought vehicle to dealer to have this fixed; worked fine for several weeks until problem started again recently.,-0.3291
2376,BMW,5 Series,4,D,Doesn't respond,0.0
2377,BMW,5 Series,4,D,Intermittent wipers indicator light obstructed by steering wheel,0.0
2378,BMW,5 Series,4,D,Steering wheel heat indicator light is obstructed by steering wheel,0.0
2379,BMW,5 Series,4,D,Memory buttons are located on door by left knee and are difficult/impossible to see without opening the door,0.0
2380,BMW,X3,1,D,"digital displays are too small to easily read. Would prefer to see an analog clock,NULL,550,No,
5UXWX9C59G0D88388,0D88388,5UXWX9C5G0,2855708F,BMW,X3,BMW X3 4dr SUV,2016-01-14,F25,75.10 Spartanburg,N20,AUT,SCHWARZ 2,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0205; 0216; 0248; 0249; 0255; 0258; 02K8; 02VB; 0302; 0316; 0319; 0322; 03AG; 03AT; 0402; 0420; 0423; 0430; 0431; 0459; 0465; 0488; 0493; 0494; 0496; 04FU; 04NE; 04NG; 04U2; 0502; 0508; 0521; 0534; 0544; 0563; 05A1; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 0876; 08KL; 08SL; 08SM; 08TN; 0927; 0992; 09AA,2,AEN06",0.34
2381,BMW,X3,2,D,,0.0
2382,BMW,2 Series,2,M,,0.0
2383,BMW,2 Series,2,D,,0.0
2384,BMW,7 Series,1,D,On-board system does not accurately transfer Androidcontact listaddresses to the on-board navigation system. Manually entered addresses are handled properly.,0.0
2385,BMW,X1,3,,,0.0
2386,BMW,X1,3,,,0.0
2387,BMW,X1,3,,,0.0
2388,BMW,X5,1,M,material around passenger side air vent rattles.,0.0
2389,BMW,4 Series,1,D,: Bluetooth phone integration issues. Especially if the phone is activated when the car is started. The system get confused,-0.3182
2390,BMW,X1,4,M,the trunk latch broke and dealer had to replace the latch component . It was done within 2 days and with much extreme i might say punctuality and customer care .,0.1027
2391,BMW,X1,4,D,brake dust considering when compared to other vehicles in the past,0.0
2392,BMW,X1,4,D,It gets a minute to get used to which turn controls and what . It should be more intuitive i believe,0.0
2393,BMW,X1,4,D,,0.0
2394,BMW,X5,2,M,,0.0
2395,BMW,X5,2,D,,0.0
2396,BMW,X3,3,,The auto-hold break feature is fantastic... I wish it did not automatically engage the parking break when the vehicle is turned off.,0.169
2397,BMW,X3,3,,I multiple axis electronic control seems like it would be more fitting for the vehicle class than a manual telescoping adjustment.,0.3612
2398,BMW,X3,3,,: It seems that the exhaust pipe tip covers are not adequately attached as there seems to be an excessive amount of vibration noise when vehicle is idling.,-0.296
2399,BMW,X1,2,M,,0.0
2400,BMW,X1,2,M,,0.0
2401,BMW,X3,3,,I do not like how the entire car has to be open in order for the fuel door to open. I called the dealership when I locked my car and couldn't it to open by pushing in.,-0.2755
2402,BMW,X3,3,,The system doesn't seem to understand me.,0.0
2403,BMW,X3,3,,"The mat was velcroed to the floor and it ripped after a month. Also, the pedal is HUGE and hard to vacuum behind.",0.3885
2404,BMW,4 Series,1,D,"after i  put coffee with sleeve into the cup holder,NULL,1800,No,
WBXHT3C39G5E49259,5E49259,WBXHT3C3G5,2855487X,BMW,X1,BMW X1 4dr SUV,2016-01-25,F48,06.01 Regensburg,B46O,AUT,MEDITERRANBLAU METALLIC,KC SENSATEC 1,FY CANBERRABEIGE,01AG; 01CA; 0205; 0248; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0313; 0316; 0319; 0322; 03AG; 03AT; 03L8; 0402; 0420; 0423; 0430; 0431; 0459; 0473; 0488; 0493; 0494; 04LR; 04NE; 0508; 0534; 0544; 0563; 0575; 05A4; 05DP; 0645; 0650; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06UN; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 09AA,4,EXT16",0.0
2405,BMW,X1,4,M,"We had an accident , when the tow truck driver was loading the vehicle onto the flat bed
WBXHT3C39G5E49259,5E49259,WBXHT3C3G5,2855487X,BMW,X1,BMW X1 4dr SUV,2016-01-25,F48,06.01 Regensburg,B46O,AUT,MEDITERRANBLAU METALLIC,KC SENSATEC 1,FY CANBERRABEIGE,01AG; 01CA; 0205; 0248; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0313; 0316; 0319; 0322; 03AG; 03AT; 03L8; 0402; 0420; 0423; 0430; 0431; 0459; 0473; 0488; 0493; 0494; 04LR; 04NE; 0508; 0534; 0544; 0563; 0575; 05A4; 05DP; 0645; 0650; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06UN; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 09AA,4,EXT16",-0.4767
2406,BMW,X1,4,D,"With the beige interior seating, they get marks from jeans another fabrics 'bleeding' onto them. Isn't a stain
5UXWX9C54G0D80098,0D80098,5UXWX9C5G0,2855725X,BMW,X3,BMW X3 4dr SUV,2015-11-07,F25,75.10 Spartanburg,N20,AUT,SCHWARZ 2,KC SENSATEC 1,BI BEIGE,01CA; 01CC; 01CD; 0205; 0216; 0249; 0255; 0258; 02K8; 02VB; 0302; 0316; 0319; 03AG; 03AT; 0402; 0420; 0423; 0430; 0431; 0459; 0465; 0493; 04FW; 04NE; 04NG; 04U2; 0508; 0521; 0534; 0544; 0563; 05A1; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NP; 0823; 0845; 0853; 0876; 08KL; 08SL; 08SM; 08TN; 0927; 0992; 09AA,3,AEN04",0.0
2407,BMW,X3,3,,,0.0
2408,BMW,X3,3,,,0.0
2409,BMW,X3,5,M,The comfort access system and the key fob  experience radio interference ce. The car won't open and you can't start the car,0.3612
2410,BMW,X3,5,M,Tied to the previous radio frequency problem,-0.4019
2411,BMW,X3,5,D,Too complicated,0.0
2412,BMW,X3,5,D,Too complicated,0.0
2413,BMW,X3,5," and Air Conditioning (HVAC)""",HVAC01: Front Heating/Cooling Controls - Broken/NW,0.0
2414,BMW,3 Series,1,M,Rear driver's side heated seat button was broken on delivery.,-0.4767
2415,BMW,X4,1,D,The navigation system periodically does not recognize when I am on an access road along a highway and will give me different route directions as if I had not exited.  I also have had an issue with the navigation system not recognizing the changes of a highway location and it will show the car off the road and continue to re-calculate.  These situations do not happen often but I have noticed it a few times since I have had the BMW X4 in December of 2015.,0.0
2416,BMW,X5,1,D,,0.0
2417,BMW,X5,1,D,Main brake sensor went out on Christmas eve with only 2000 miles on bmw. Had to tow and repair. Took a few weeks to fix.,0.0
2418,BMW,X5,4,D,,0.0
2419,BMW,X5,4,D,,0.0
2420,BMW,X5,4,D,,0.0
2421,BMW,X5,4,D,,0.0
2422,BMW,X3,2,D,,0.0
2423,BMW,X3,2,D,,0.0
2424,BMW,2 Series,2,D,,0.0
2425,BMW,2 Series,2,M,,0.0
2426,BMW,X5,3,,,0.0
2427,BMW,X5,3,,": There is a thumbwheel on the wiper level on the right hand side of the steering wheel. This thumbwheel is supposed to be used to set the frequency or sensitivity of the rain sensor from the manual descriptions. However, I tried turning the thumbwheel up and down but I could not feel any speed change of wiper. I found out this problem when I drove my car in the first rainy day.",-0.548
2428,BMW,X5,3,,,0.0
2429,BMW,3 Series,2,M,,0.0
2430,BMW,3 Series,2,M,,0.0
2431,BMW,X5,1,D,Often defaults to Puerto Rico...,0.0
2432,BMW,3 Series,2,D,,0.0
2433,BMW,3 Series,2,D,,0.0
2434,BMW,X5,1,M,,0.0
2435,BMW,5 Series,1,M,,0.0
2436,BMW,2 Series,1,M,: The integration with Apple's Siri is supposed to work with a long-press of the voice-command button. I've found that Siri doesn't often activate or does so sporadically. I've read that this is a common issue currently between Apple's latest software version for iOS and BMW's but wish this would be fixed!,0.5916
2437,BMW,X3,1,D,": the radio ,NULL,4500,Yes,Partially
WBS3R9C51GK336763,K336763,WBS3R9C5GK,2284580J,BMW,4 Series,BMW 4 Series M4 2dr Cpe,2015-09-18,F82,01.01 M�nchen,S55,DKG,BLACK SAPPHIRE METALLIC,LK LEDER MERINO,DA SAKHIRORANGE,01CA; 01CB; 0248; 02MK; 02VB; 02VF; 02VZ; 0302; 0319; 0322; 03AG; 0423; 0430; 0431; 0459; 0488; 0490; 0493; 0494; 04AE; 04WK; 0502; 0508; 0521; 0534; 0544; 0552; 0563; 0575; 05AC; 05AG; 05AP; 05AS; 05DL; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 0760; 0775; 0823; 0845; 0853; 08KL; 08S4; 08TH; 08TN; 0925; 0992; 0993; 09AA,2,AEN06",0.0
2438,BMW,4 Series,2,D,,0.0
2439,BMW,X5,10, AEN11, SEAT06,0.0
2440,BMW,X5,10, AEN11, SEAT06,0.0
2441,BMW,X5,10, AEN11, SEAT06,0.0
2442,BMW,X5,10, AEN11, SEAT06,0.0
2443,BMW,X5,10, AEN11, SEAT06,0.0
2444,BMW,X1,5,M,Snaps on B Pillar trim needed to be replaced by dealership,0.0
2445,BMW,X1,5,M,Sent in front bumper upon delivery,0.0
2446,BMW,X1,5,M,Wheel points slightly to the right,0.0
2447,BMW,X1,5,D,,0.0
2448,BMW,X1,5,M,When auto start stop engaged the engine did not turn on when I lifted my foot off the brake. Issue only happened once,0.128
2449,BMW,X3,6, FCD43, AEN07,0.0
2450,BMW,X3,6, FCD43, AEN07,0.0
2451,BMW,X3,6, FCD43, AEN07,0.0
2452,BMW,X1,2,M,,0.0
2453,BMW,X1,2,D,,0.0
2454,BMW,4 Series,2,D,,0.0
2455,BMW,4 Series,2,D,,0.0
2456,BMW,2 Series,2,D,,0.0
2457,BMW,2 Series,2,D,,0.0
2458,BMW,i3,1,D,,0.0
2459,BMW,4 Series,2,M,,0.0
2460,BMW,4 Series,2,M,,0.0
2461,BMW,X3,2,M,,0.0
2462,BMW,X3,2,D,Heater takes forever to get warm,0.2263
2463,BMW,5 Series,1,M,,0.0
2464,BMW,3 Series,4,D,It appears it coming from the tires,0.0
2465,BMW,3 Series,4,U,Drivers door has excise bonding glue that is exposed,-0.0772
2466,BMW,3 Series,4,M,To much road noise,0.0
2467,BMW,3 Series,4,M,Blind spot does not always work when passing a vichcle and you want to pull back into the lane it will not come on. This happens on both sides.,-0.34
