iqs_verbatim_2015.vin,iqs_verbatim_2015.id,iqs_verbatim_2015.make,iqs_verbatim_2015.series,iqs_verbatim_2015.model_and_type,iqs_verbatim_2015.model_code,iqs_verbatim_2015.motor,iqs_verbatim_2015.getriebe,iqs_verbatim_2015.werk,iqs_verbatim_2015.produktion,iqs_verbatim_2015.lackfarbe,iqs_verbatim_2015.polster_code,iqs_verbatim_2015.sas,iqs_verbatim_2015.total_problems,iqs_verbatim_2015.problems_indicated,iqs_verbatim_2015.category,iqs_verbatim_2015.problem,iqs_verbatim_2015.defect_malfunction,iqs_verbatim_2015.verbatim,iqs_verbatim_2015.mileage,iqs_verbatim_2015.took_to_dealer,iqs_verbatim_2015.resolved,iqs_verbatim_2015.severity
50274f8e78c417e6ab4bce0a3971a851,B956888J,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,11/20/14,A52,LCSW,01CA;01CB;01CC;01CD;0205;0212;0255;0258;02D3;02VB;0302;0316;0319;0322;03AG;0403;0423;0430;0431;0459;0465;0488;0494;04BN;04NE;04U2;04UR;0508;0534;0552;0575;05A1;05AC;05AG;05AP;05AS;05DL;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0823;0845;0850;0853;0876;08KL;08S4;08SM;08TH;08TN;0925;09AA,2,FCD41; AEN11,Features/Controls/Displays (FCD),FCD41: Blind Spot Monitoring/Warning System - Controls/Indicators DTU/Poor Location,D,The blind spot monitors are on the stem that holds the mirror and are difficult to locate when looking at the mirror. The system apparently does not operate under a certain speed - maybe 30 MPH.,6200.00,No,,4
50274f8e78c417e6ab4bce0a3971a851,B956888J,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,11/20/14,A52,LCSW,01CA;01CB;01CC;01CD;0205;0212;0255;0258;02D3;02VB;0302;0316;0319;0322;03AG;0403;0423;0430;0431;0459;0465;0488;0494;04BN;04NE;04U2;04UR;0508;0534;0552;0575;05A1;05AC;05AG;05AP;05AS;05DL;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0823;0845;0850;0853;0876;08KL;08S4;08SM;08TH;08TN;0925;09AA,2,FCD41; AEN11,Audio/Communication/Entertainment/Navigation (ACEN),AEN11: Navigation System - DTU/Poor Location,D,(Copied from AEN97): My navigation has traffic and there are too many secondary streets that appear on the screen making it difficult to see/read the traffic on the freeways.,6200.00,Yes,Not at all,4
0276730f5d5500e7187f6746ff89389d,2BA39925,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,11/26/14,300,LZET,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,3,FCD48; SEAT25; INT40,Features/Controls/Displays (FCD),FCD48: Head-Up Display - Controls/Displays DTU/Poor Location,D,I am 6'2' and the top of the display gets cut off no matter how I position the display.,1800.00,No,,4
0276730f5d5500e7187f6746ff89389d,2BA39925,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,11/26/14,300,LZET,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,3,FCD48; SEAT25; INT40,Seats,SEAT25: Seat Materials Scuffs/Soil Easily,D,There are blue marks on the white leather seats if you drive the car with blue jeans on.,1800.00,No,,4
0276730f5d5500e7187f6746ff89389d,2BA39925,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,11/26/14,300,LZET,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,3,FCD48; SEAT25; INT40,Interior,INT40: Materials Scuff/Soil Easily,D,There are several scuff marks on the plastic part of my chair.  I have tried degreaser; all purpose cleaner; water; and Mr Clean's Magic Eraser to no avail.  It simply will not come off.,1800.00,No,,3
f2a7f48205870dced37709a2882519e2,B9572A4U,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/2/14,A90,LZLZ,01CA;01CB;01CC;01CD;0212;0255;0258;02FV;02TB;02VB;0302;0319;0323;03AG;03DZ;0403;0423;0430;0431;0459;0465;0488;04CE;04NE;04U1;04U2;04UR;0508;0534;0552;0575;05A1;05AC;05AP;05DP;05DS;0609;0610;0645;0688;0693;0697;06AC;06AE;06AK;06AM;06AP;06WA;07S2;0823;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,1,EXT32,Exterior,EXT32: Headlights Not Bright Enough,D,,1400,No,,1
dce3b73793603035e977fbacd25d71d6,B957472Q,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/3/14,A90,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,2,FCD13; AEN07,Features/Controls/Displays (FCD),FCD13: Door Locks/Keyless Entry - Broken/NW,M,(Copied from EXT97): The remote-key-operated trunk release sometimes doesn't work and the 'lock all button' on the inside of the trunk sometimes has to be pressed twice or three times to close.,800.00,No,,1
dce3b73793603035e977fbacd25d71d6,B957472Q,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/3/14,A90,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,2,FCD13; AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,It paired and loaded at the dealership but then 'went missing' so I could not answer the phone when driving and had no contacts list in the car.  It later 're-paired' and then unpaired again.  It has now repaired and doesn't seem to have any other problems.,800,No,,2
4a0241a4525c80657e354d0dbe55ea03,B957445X,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/10/14,475,LCLY,01CA;01CB;01CC;01CD;0205;0212;0255;0258;02FV;02VB;0302;0316;0319;0322;03AG;03DZ;0403;0423;0430;0431;0456;0465;0488;0494;04BN;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05AG;05AS;05DL;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;07S2;0823;0845;0850;0853;0876;08KL;08S4;08SM;08TH;08TN;0925;09AA,2,AEN06; INT20,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,The built-in voice recognition misinterprets commands.,2500,No,,1
4a0241a4525c80657e354d0dbe55ea03,B957445X,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/10/14,475,LCLY,01CA;01CB;01CC;01CD;0205;0212;0255;0258;02FV;02VB;0302;0316;0319;0322;03AG;03DZ;0403;0423;0430;0431;0456;0465;0488;0494;04BN;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05AG;05AS;05DL;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;07S2;0823;0845;0850;0853;0876;08KL;08S4;08SM;08TH;08TN;0925;09AA,2,AEN06; INT20,Interior,INT20: Center Console - Squeak/Rattle/Other Noise,M,Center console arm rest squeaks when you put arm on it.,2500.00,No,,1
1800bec6bf69890e03190c475caffec4,2BA4287T,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/15/14,300,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0323;0337;03AG;03DZ;0403;0415;0416;0423;0430;0431;0453;0455;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,6,EXT33; FCD04; AEN06; AEN11; AEN12; SEAT19,Exterior,EXT33: Headlights Not Aimed Properly,M,The headlights are aimed at the sides of the road; which leave a dark 'v' shaped pattern in the middle of the road. They are also a bit too low.,2500,No,,3
1800bec6bf69890e03190c475caffec4,2BA4287T,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/15/14,300,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0323;0337;03AG;03DZ;0403;0415;0416;0423;0430;0431;0453;0455;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,6,EXT33; FCD04; AEN06; AEN11; AEN12; SEAT19,Features/Controls/Displays (FCD),FCD04: Wipers/Washers - Controls DTU/Poor Location,D,Intermittent wiper control settings don't seem to react to changes. It should go faster or slower based on where the dial is set but it seems to have a mind of its own.,2500,No,,2
1800bec6bf69890e03190c475caffec4,2BA4287T,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/15/14,300,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0323;0337;03AG;03DZ;0403;0415;0416;0423;0430;0431;0453;0455;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,6,EXT33; FCD04; AEN06; AEN11; AEN12; SEAT19,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,Even if you get the address correct at some point; it changes it anyway to another sate and address. . Addrtess has to be entered manually one charater at a time to work.,2500.00,No,,4
1800bec6bf69890e03190c475caffec4,2BA4287T,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/15/14,300,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0323;0337;03AG;03DZ;0403;0415;0416;0423;0430;0431;0453;0455;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,6,EXT33; FCD04; AEN06; AEN11; AEN12; SEAT19,Audio/Communication/Entertainment/Navigation (ACEN),AEN11: Navigation System - DTU/Poor Location,D,(Copied from AEN97): The built in navigation is a pain to operate and is sometimes completely useless. Does not recognize voice commands at all and will change destination on its own in the midst of entering a new address. Directions given can be way off and send you in the wrong direction. Good thing I have a smartphone for navigation.,2500.00,No,,3
1800bec6bf69890e03190c475caffec4,2BA4287T,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/15/14,300,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0323;0337;03AG;03DZ;0403;0415;0416;0423;0430;0431;0453;0455;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,6,EXT33; FCD04; AEN06; AEN11; AEN12; SEAT19,Audio/Communication/Entertainment/Navigation (ACEN),AEN12: Navigation System - Inaccurate,D,Navigation position is correct but directions are way off. (Copied from AEN97): The built in navigation is a pain to operate and is sometimes completely useless. Does not recognize voice commands at all and will change destination on its own in the midst of entering a new address. Directions given can be way off and send you in the wrong direction. Good thing I have a smartphone for navigation.,2500.00,No,,5
1800bec6bf69890e03190c475caffec4,2BA4287T,BMW,5 Series,BMW 5 Series 4dr Sdn,F10,N55,AUT,Dingolfing,12/15/14,300,LZLZ,01CA;01CC;01CD;0212;0258;02ND;02TB;02VB;0302;0316;0319;0322;0323;0337;03AG;03DZ;0403;0415;0416;0423;0430;0431;0453;0455;0456;0465;0488;0494;04CE;04NE;04U2;04UR;0508;0524;0534;0575;05A1;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,6,EXT33; FCD04; AEN06; AEN11; AEN12; SEAT19,Seats,SEAT19: Memory Seats - Controls DTU/Poor Location,D,You have to hold the button down for the entire time it takes to change to a preset. Sometimes a new setting does not get stored in memory.,2500,No,,3
3da371451dcc7beb46f73cd019136847,B9582B7M,BMW,7 Series,BMW 7 Series 4dr Sdn,F02,N55,AUT,Dingolfing,11/4/14,300,NADH,01CA;01CB;01CC;01CD;02NX;02TE;02VB;0302;0316;0319;0322;0323;03AG;03DZ;0403;0415;0423;0430;0441;0453;0456;0466;0488;0494;04B8;04NB;04ND;04U2;04UR;0508;0524;05AP;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06WB;0710;0715;0760;0775;07MP;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,2,AEN06; AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,Has difficulty interpreting words; names; etc.,4580,No,,3
3da371451dcc7beb46f73cd019136847,B9582B7M,BMW,7 Series,BMW 7 Series 4dr Sdn,F02,N55,AUT,Dingolfing,11/4/14,300,NADH,01CA;01CB;01CC;01CD;02NX;02TE;02VB;0302;0316;0319;0322;0323;03AG;03DZ;0403;0415;0423;0430;0441;0453;0456;0466;0488;0494;04B8;04NB;04ND;04U2;04UR;0508;0524;05AP;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06WB;0710;0715;0760;0775;07MP;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TN;0925;09AA,2,AEN06; AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,Some times mobile phone will call out without command disabling audio feature.,4580,No,,4
24bdcbf59dd48b49e6ad0751656215bd,2BA559B6,BMW,7 Series,BMW 7 Series 4dr Sdn,F02,N55,AUT,Dingolfing,11/20/14,475,NADH,01CA;01CB;01CC;01CD;02NX;02TE;02VB;0302;0316;0319;0322;0323;03AG;03DZ;0403;0415;0423;0430;0441;0453;0456;0466;0488;0494;04CA;04NB;04ND;04U2;04UR;0508;0552;05AC;05AG;05AP;05AS;05DL;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NS;06WB;0710;0715;0760;0775;07MP;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TH;08TN;0925;09AA,2,EXT19; EXT21,Exterior,EXT19: Trunk/Hatch/Tailgate - Handle/Latch/Release - DTO,D,The external motion activated release doesn't always work.,,No,,4
24bdcbf59dd48b49e6ad0751656215bd,2BA559B6,BMW,7 Series,BMW 7 Series 4dr Sdn,F02,N55,AUT,Dingolfing,11/20/14,475,NADH,01CA;01CB;01CC;01CD;02NX;02TE;02VB;0302;0316;0319;0322;0323;03AG;03DZ;0403;0415;0423;0430;0441;0453;0456;0466;0488;0494;04CA;04NB;04ND;04U2;04UR;0508;0552;05AC;05AG;05AP;05AS;05DL;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NS;06WB;0710;0715;0760;0775;07MP;0823;0840;0845;0850;0853;0876;08KL;08S4;08SM;08TH;08TN;0925;09AA,2,EXT19; EXT21,Exterior,EXT21: Wheels - Chipped/Scratched/Damaged at Delivery,M,Wheel was replaced within the next 2 days.,,Yes,Entirely,1
24e3d8c7d269c4cde1dabb382506d44a,B95838AF,BMW,7 Series,BMW 7 Series 4dr Sdn,F02,N55,AUT,Dingolfing,12/18/14,A89,ZBP5,01CA;01CB;01CC;01CD;0255;02FR;02VB;0302;0319;0322;03AG;0403;0415;0416;0423;0430;0441;0456;0466;0488;0494;04B8;04NB;04ND;04U2;04UR;0508;0552;05A1;05AC;05AG;05AP;05AT;05DL;05DS;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06WB;0775;0778;0823;0845;0850;0853;0876;08KL;08S4;08SM;08TH;08TN;0925;09AA,1,EXT18,Exterior,EXT18: Trunk/Hatch/Tailgate - Handle/Latch/Release - Broken/NW,M,(Copied from EXT97): Hands Free trunk opener intermittently functions.,4400,No,,3
6a56ea5237200cae4545f96d781ee042,B6989B65,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,7/26/14,668,LCL3,01CA;01CB;0258;02T1;02TB;02VB;0302;0316;0319;0322;03AG;03BE;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;0494;04DM;04EZ;04NE;0508;0521;0522;0524;0534;0544;0563;0575;05DS;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0704;0775;07AC;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,DEXP01; DEXP04; SEAT97,Driving Experience,DEXP01: Vehicle Pulls Excessively,M,,3200,Yes,Entirely,1
6a56ea5237200cae4545f96d781ee042,B6989B65,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,7/26/14,668,LCL3,01CA;01CB;0258;02T1;02TB;02VB;0302;0316;0319;0322;03AG;03BE;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;0494;04DM;04EZ;04NE;0508;0521;0522;0524;0534;0544;0563;0575;05DS;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0704;0775;07AC;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,DEXP01; DEXP04; SEAT97,Driving Experience,DEXP04: Brakes are Noisy,D,,3200,No,,1
6a56ea5237200cae4545f96d781ee042,B6989B65,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,7/26/14,668,LCL3,01CA;01CB;0258;02T1;02TB;02VB;0302;0316;0319;0322;03AG;03BE;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;0494;04DM;04EZ;04NE;0508;0521;0522;0524;0534;0544;0563;0575;05DS;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0704;0775;07AC;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,DEXP01; DEXP04; SEAT97,Seats,SEAT97: Other Seats Problem(s),U,POSITION OF MY SEATS MAKE MY LEFT LEG NUMB.,3200,No,,4
f684d7ecec79a2a3c385771ba09fef93,B698452H,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,7/31/14,B45,KCSW,01CA;01CB;021C;0258;02NH;02TB;02VB;0302;0316;0319;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0493;04AB;04DM;04NE;0508;0521;0522;0524;0534;0544;0563;0575;05DS;0609;0645;0676;0693;0697;06AC;06AE;06AK;06AM;06AP;06NH;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,DEXP09; HVAC07; INT39,Driving Experience,DEXP09: Foot Pedals - Too Close Together/Too Far Apart,D,carpet often gets foot stuck when applying gas.,1800,No,,4
f684d7ecec79a2a3c385771ba09fef93,B698452H,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,7/31/14,B45,KCSW,01CA;01CB;021C;0258;02NH;02TB;02VB;0302;0316;0319;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0493;04AB;04DM;04NE;0508;0521;0522;0524;0534;0544;0563;0575;05DS;0609;0645;0676;0693;0697;06AC;06AE;06AK;06AM;06AP;06NH;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,DEXP09; HVAC07; INT39,Heating; Ventilation; and Air Conditioning (HVAC),HVAC07: Fan/Blower Excessive Noise,D,sounds not smooth.  clunky and awkwardly noisy,1800,No,,4
f684d7ecec79a2a3c385771ba09fef93,B698452H,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,7/31/14,B45,KCSW,01CA;01CB;021C;0258;02NH;02TB;02VB;0302;0316;0319;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0493;04AB;04DM;04NE;0508;0521;0522;0524;0534;0544;0563;0575;05DS;0609;0645;0676;0693;0697;06AC;06AE;06AK;06AM;06AP;06NH;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,DEXP09; HVAC07; INT39,Interior,INT39: Blemish/Distortion in Glass,M,shotty tint job,1800,No,,2
19e9d18b41d886ebc2493e0b0eab2b5f,B6992258,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,9/1/14,416,LCL5,01CA;01CB;021C;0258;02NH;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;04CE;04DM;04NE;0508;0521;0534;0544;0552;0563;0575;05AC;05AP;05DL;05DS;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,EXT18; DEXP05; INT01,Exterior,EXT18: Trunk/Hatch/Tailgate - Handle/Latch/Release - Broken/NW,M,(Copied from EXT97): Hard to use/operate trunk release sensor under bumper.,5000,No,,1
19e9d18b41d886ebc2493e0b0eab2b5f,B6992258,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,9/1/14,416,LCL5,01CA;01CB;021C;0258;02NH;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;04CE;04DM;04NE;0508;0521;0534;0544;0552;0563;0575;05AC;05AP;05DL;05DS;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,EXT18; DEXP05; INT01,Driving Experience,DEXP05: Excessive Brake Dust,D,M-Sport brakes cause excessive dust.,5000,No,,2
19e9d18b41d886ebc2493e0b0eab2b5f,B6992258,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,9/1/14,416,LCL5,01CA;01CB;021C;0258;02NH;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;04CE;04DM;04NE;0508;0521;0534;0544;0552;0563;0575;05AC;05AP;05DL;05DS;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,3,EXT18; DEXP05; INT01,Interior,INT01: Instrument Panel/Dashboard - Squeak/Rattle/Other Noise,M,,5000,No,,4
1265ba8abccc44c173a4cc6defd6e84e,B6985B5C,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,9/27/14,475,LCSW,01CA;01CB;0248;0258;02PL;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;0494;0496;04DM;04EZ;04NE;0502;0508;0521;0534;0544;0552;0563;0575;05AC;05AG;05AP;05AS;05DL;05DP;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TH;08TN;0925;0992;0993;09AA,1,EXT19,Exterior,EXT19: Trunk/Hatch/Tailgate - Handle/Latch/Release - DTO,D,I cannot get the sensor under the trunk to work consistently when my hands are full. I have to resort to manually opening the trunk.,,No,,1
61f04257f09ff2a187a20d4cdac47ad6,B8B6335M,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,11/15/14,B45,LCOM,01CA;01CB;021C;0258;02NH;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;0494;04DX;04MR;04NE;0508;0521;0522;0524;0534;0544;0563;0575;05DS;0645;0655;0676;0697;06AC;06AE;06NH;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,1,ENGTRN97,Engine/Transmission,ENGTRN97: Other Engine/Transmission Problem(s),U,Defective crankshaft sensors.,1500,Yes,Entirely,4
1313d428fbc211b2a108be914acef8ec,B8B6364H,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,F36,N55,AUT,Dingolfing,11/19/14,B45,LCSW,01CA;01CB;021B;0258;02NH;02TB;02VB;0302;0316;0319;0322;0337;03AG;03DZ;0403;0423;0430;0431;0459;0465;0481;0488;0493;0494;04DX;04MR;04NE;0508;0521;0534;0544;0552;0563;0575;05AC;05AP;05DS;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NS;06WA;0704;0710;0715;0760;0775;0823;0840;0845;0853;08KL;08S4;08TN;0925;0992;0993;09AA,2,DEXP04; DEXP05,Driving Experience,DEXP04: Brakes are Noisy,D,Brake squeal at slow stops.,2200.00,No,,3
